up_new,Descrizione,B1a,B1b,B2a,B2b,B3a,B3b,B4a,B4b,B5a,B5b,B6a,B6b,B7a,B7b,B8a,B8b,B9a,B9b,B10a,B10b,B11a,B11b,B12a,B12b,B13a,B13b,B14a,B14b,B15a,B15b,B16a,B16b,B17a,B17b,B18a,B18b,B19a,B19b,B20a,B20b,B21a,B21b,B22a,B22b,B23a,B23b,B24a,B24b,B25a,B25b,B26a,B26b,B27a,B27b,B28a,B28b,B29a,B29b,B30a,B30b,B31a,B31b,B32a,B32b,B33a,B33b
3.1.1.2.0,Tecnici chimici,13.0952380952,15.6462585034,17.8571428571,21.0884353741,3.5714285714,5.4421768707,21.4285714286,25.8503401361,38.0952380952,38.0952380952,17.8571428571,17.6870748299,78.5714285714,68.7074829932,11.9047619048,12.2448979592,16.6666666667,17.0068027211,20.2380952381,25.1700680272,13.0952380952,14.2857142857,14.2857142857,12.925170068,13.0952380952,14.2857142857,54.7619047619,56.462585034,42.8571428571,41.4965986395,89.2857142857,82.9931972789,26.1904761905,30.612244898,9.5238095238,11.5646258503,4.7619047619,5.4421768707,4.7619047619,5.4421768707,4.7619047619,6.8027210884,1.1904761905,1.3605442177,7.1428571429,9.5237891156,46.4285714286,44.8979591837,50,55.1020408163,1.1904761905,1.3605442177,1.1904761905,1.3605442177,1.1904761905,1.3605442177,14.2857142857,14.2857142857,23.8095238095,23.8095238095,7.1428571429,6.1224285714,7.1428571429,6.1224489796,13.0952380952,12.925170068
3.1.1.3.0,Tecnici statistici,26,29.7142857143,76,62.2857142857,28,23.4285714286,5,6.28568,46,37.1428571429,30,28,3,3.9999828571,0,0,46,38.2857142857,5,5.7142685714,2,2.28568,0,0,0,0,61,53.7142857143,3,3.4285714286,0,0,0,0,30,29.7142857143,35,33.1428571429,27,25.1428571429,0,0,0,0,20,18.8571428571,83,62.8570285714,53,49.7142857143,1,1.14284,3,4.5714285714,0,0,0,0,43,37.1428571429,18,18.2857142857,37,33.1428571429,3,2.2856971429
3.1.2.1.0,Tecnici programmatori,26.25,26.4285714286,35,36.4285714286,12.5,15,16.25,17.8571428571,51.25,46.4285714286,17.5,18.5714285714,22.5,18.5714285714,2.5,3.5714285714,86.25,74.9997142857,41.25,40,27.5,30,0,0,7.5,7.8571428571,55,51.4285714286,5,4.9999785714,0,0,0,0,6.25,7.8571428571,0,0,1.25,2.8571428571,0,0,0,0,16.25,17.1428571429,62.5,55,67.5,60.7142857143,0,0,0,0,0,0,0,0,12.5,13.5714285714,38.75,33.5714285714,26.25,27.8571428571,0,0
3.1.2.2.0,Tecnici esperti in applicazioni,21.7391304348,27.950310559,40.2173913043,43.4782608696,19.5652173913,18.6335403727,26.0869565217,29.1925465839,53.2608695652,47.2049689441,17.3913043478,16.149068323,28.2608695652,30.4347826087,0,0,88.0434782609,80.7452173913,35.8695652174,34.1614906832,31.5217391304,35.4037267081,0,0,4.347826087,4.9689068323,42.3913043478,44.7204968944,5.4347826087,5.5900621118,4.347826087,4.9689440994,1.0869565217,0.6211180124,14.1304347826,19.2546583851,2.1739130435,3.1055714286,2.1739130435,4.9689440994,0,0,0,0,31.5217391304,34.1614906832,51.0869565217,50.9316770186,43.4782608696,47.2049689441,2.1739130435,1.2422360248,0,0,0,0,4.347826087,4.347826087,23.9130434783,21.7391304348,25,22.9813664596,17.3913043478,18.6335403727,3.2608695652,4.9689440994
3.1.2.3.0,Tecnici web,20,21.4285714286,25,27.8571428571,13.75,15,42.5,40.7142857143,66.25,59.2857142857,17.5,17.1428571429,26.25,22.8571428571,1.25,1.4285714286,85,79.2855714286,41.25,38.5714285714,38.75,36.4285714286,1.25,1.4285714286,3.75,5.7142857143,50,47.8571428571,12.5,12.8571428571,0,0,0,0,17.5,19.2857142857,11.25,10.7142857143,5,4.2857142857,0,0,0,0,13.75,14.2857142857,62.5,56.4285714286,60,55.7142857143,5,6.4285714286,0,0,0,0,0,0,12.5,12.8571428571,30,27.8571428571,50,44.2857142857,1.25,1.4285714286
3.1.2.4.0,Tecnici gestori di basi di dati,25,26.3157894737,57.8947368421,60.1503759398,21.0526315789,24.0601503759,21.0526315789,19.5488721805,42.1052631579,38.3458646617,14.4736842105,13.5338345865,21.0526315789,21.0526315789,0,0,81.5789473684,77.4436090226,27.6315789474,25.5639097744,15.7894736842,16.5413533835,1.3157894737,1.5037368421,14.4736842105,15.037593985,38.1578947368,35.3383458647,3.9473684211,5.2631578947,2.6315789474,6.7669172932,2.6315789474,3.007518797,10.5263157895,12.7819548872,1.3157894737,3.007518797,2.6315789474,4.5112781955,2.6315789474,3.007518797,0,0,13.1578947368,15.7894736842,57.8947368421,46.6165413534,57.8947368421,50.3759398496,2.6315789474,4.5112781955,1.3157894737,3.7593984962,0,0,5.2631578947,6.7669172932,17.1052631579,21.8045112782,25,22.5563909774,17.1052631579,16.5413533835,3.9473684211,6.0150150376
3.1.2.5.0,Tecnici gestori di reti e di sistemi telematici,19.3181818182,18.8311688312,30.6818181818,30.5194805195,4.5454545455,6.4935064935,9.0909090909,12.3376623377,46.5909090909,40.9090909091,14.7727272727,20.7792207792,26.1363636364,26.6233766234,0,0,88.6363636364,83.1168831169,46.5909090909,51.2987012987,31.8181818182,31.8181818182,2.2727272727,2.5974025974,3.4090909091,5.1947857143,34.0909090909,38.961038961,11.3636363636,11.6883116883,2.2727272727,3.2467532468,0,0,18.1818181818,19.4805194805,6.8181818182,9.0909090909,3.4090909091,5.1948051948,0,0,0,0,18.1818181818,22.0779220779,71.5909090909,57.1428571429,69.3181818182,59.0909090909,0,0,0,0,0,0,6.8181818182,7.7921883117,23.8636363636,23.3766233766,64.7727272727,60.3896103896,22.7272727273,24.6753246753,0,0
3.1.2.6.1,Tecnici per le telecomunicazioni,15,15,25,30,11.25,12.1428571429,22.5,26.4285714286,58.75,59.2857142857,21.25,19.2857142857,17.5,15.7142857143,0,0,71.25,66.4285714286,38.75,35.7142857143,37.5,39.2857142857,0,0,11.25,8.5714285714,22.5,26.4285714286,15,20,2.5,3.5714285714,0,0,3.75,3.5714071429,3.75,4.2856928571,7.5,8.5714285714,0,0,0,0,3.75,5.7142857143,57.5,54.2857142857,62.5,60.7142857143,2.5,2.8571428571,0,0,0,0,3.75,4.2857142857,12.5,20,91.25,79.2857142857,36.25,32.8571428571,8.75,13.5714285714
3.1.2.6.2,Tecnici delle trasmissioni radio-televisive,16.25,15,16.25,18.5714285714,7.5,10.7142857143,12.5,14.2857142857,17.5,16.4285714286,12.5,12.1428571429,8.75,10.7142857143,0,0,46.25,45.7142857143,25,25,15,17.1428571429,2.5,5,7.5,7.1428571429,25,29.2857142857,13.75,12.1428571429,2.5,3.5714285714,1.25,2.1428571429,26.25,26.4285714286,5,7.1428357143,13.75,19.2857142857,0,0,0,0,10,11.4285714286,60,47.8571428571,57.5,47.8571428571,17.5,15.7142857143,5,5,0,0,6.25,7.8571214286,13.75,15,78.75,62.8571428571,65,57.8571428571,8.75,8.5714285714
3.1.3.1.0,Tecnici meccanici,19.0476190476,19.0476190476,39.2857142857,37.4149659864,11.9047619048,12.2448979592,13.0952380952,12.2448979592,23.8095238095,21.0884353741,21.4285714286,19.7278911565,61.9047619048,54.4217687075,0,0,36.9047619048,36.0544217687,55.9523809524,55.7823129252,67.8571428571,61.2244897959,4.7619047619,6.1224285714,70.2380952381,65.9863945578,48.8095238095,51.0204081633,34.5238095238,36.7346938776,17.8571428571,18.3673469388,0,0,8.3333333333,10.8843537415,2.380952381,4.0816326531,3.5714285714,5.4421768707,0,0,0,0,15.4761904762,14.9659863946,54.7619047619,48.2993197279,54.7619047619,53.0612244898,0,0,0,0,0,0,11.9047619048,12.925170068,13.0952380952,13.6054421769,1.1904761905,1.3605442177,0,0,11.9047619048,10.2040816327
3.1.3.2.1,Tecnici dei prodotti ceramici,44.7368421053,38.3458646617,53.9473684211,36.0902255639,19.7368421053,12.7819548872,48.6842105263,34.5864661654,65.7894736842,50.3759398496,51.3157894737,33.0827067669,89.4736842105,64.6616541353,5.2631578947,4.5112556391,61.8421052632,51.1278195489,65.7894736842,51.1278195489,77.6315789474,67.6691729323,14.4736842105,13.5338345865,60.5263157895,51.8796992481,59.2105263158,52.6315789474,56.5789473684,51.8796992481,36.8421052632,30.0751879699,7.8947368421,3.7593984962,27.6315789474,23.3082706767,19.7368421053,15.7894736842,13.1578947368,15.7894736842,5.2631578947,3.007518797,0,0,42.1052631579,35.3383458647,71.0526315789,55.6390977444,63.1578947368,54.1353383459,27.6315789474,24.0601503759,13.1578947368,10.5263157895,1.3157894737,1.5037368421,30.2631578947,24.8120300752,31.5789473684,24.8120300752,31.5789473684,19.5488721805,23.6842105263,18.7969924812,35.5263157895,30.8270676692
3.1.3.2.2,Tecnici minerari,51.5625,49.1071428571,50,48.2142857143,29.6875,29.4642857143,23.4375,24.1071428571,37.5,33.0357142857,59.375,46.4285714286,78.125,67.8571428571,6.25,7.1428303571,35.9375,39.2857142857,60.9375,56.25,57.8125,56.25,45.3125,39.2857142857,51.5625,50,54.6875,53.5714285714,37.5,38.3928571429,40.625,39.2857142857,15.625,23.2142857143,12.5,16.9642857143,4.6875,6.25,43.75,44.6428571429,3.125,2.6785714286,0,0,31.25,28.5714285714,67.1875,57.1428571429,51.5625,50.8928571429,0,0,3.125,3.5714285714,0,0,40.625,41.9642857143,68.75,53.5714285714,14.0625,16.9642857143,14.0625,16.0714285714,35.9375,33.0357142857
3.1.3.2.3,Tecnici metallurgici,35,41.4285714286,30,31.4285714286,12.5,14.2857142857,22.5,25,38.75,40,50,47.1428571429,83.75,75.7142857143,0,0,27.5,30,45,48.5714285714,47.5,51.4285714286,8.75,10,61.25,62.8571428571,51.25,48.5714285714,50,47.1428571429,52.5,52.1428571429,5,7.1428571429,25,22.8571428571,11.25,9.2857142857,5,6.4285714286,3.75,5,0,0,27.5,34.2857142857,56.25,47.8571428571,52.5,50,2.5,0.7142857143,1.25,0.7142857143,1.25,2.8571428571,16.25,19.2857142857,27.5,25.7142857143,15,13.5714285714,5,5.7142857143,17.5,19.2857142857
3.1.3.3.0,Elettrotecnici,17.3076923077,16.4835164835,44.2307692308,40.6593406593,5.7692307692,3.2966703297,21.1538461538,25.2747252747,53.8461538462,47.2527472527,40.3846153846,31.8681318681,61.5384615385,51.6483516484,3.8461538462,3.2967032967,76.9230769231,67.032967033,65.3846153846,58.2417582418,88.4615384615,74.7250549451,3.8461538462,3.2967032967,53.8461538462,48.3516483516,59.6153846154,53.8461538462,53.8461538462,48.3516483516,11.5384615385,12.0879120879,3.8461538462,3.2967032967,30.7692307692,25.2747252747,5.7692307692,9.8900769231,5.7692307692,6.5933736264,3.8461538462,4.3955714286,0,0,40.3846153846,34.0659340659,65.3846153846,53.8461538462,71.1538461538,58.2417582418,1.9230769231,2.1977692308,0,0,0,0,15.3846153846,16.4835164835,30.7692307692,29.6703296703,34.6153846154,30.7692307692,19.2307692308,16.4835164835,11.5384615385,8.7912087912
3.1.3.4.0,Tecnici elettronici,45.4545454545,39.6103896104,45.4545454545,42.8571428571,28.4090909091,27.2727272727,38.6363636364,38.3116883117,48.8636363636,42.8571428571,28.4090909091,27.9220779221,63.6363636364,54.5454545455,2.2727272727,1.9480519481,88.6363636364,72.7272727273,61.3636363636,55.8441558442,70.4545454545,67.5324675325,2.2727272727,3.8961038961,38.6363636364,40.9090909091,62.5,57.7922077922,47.7272727273,40.9090909091,30.6818181818,36.3636363636,5.6818181818,6.4935064935,15.9090909091,18.1818181818,6.8181818182,9.7402402597,10.2272727273,16.8831168831,1.1363636364,1.2987012987,2.2727272727,2.5974025974,21.5909090909,25.3246753247,59.0909090909,49.3506493506,60.2272727273,50.6493506494,3.4090909091,3.2467532468,3.4090909091,3.8961038961,0,0,19.3181818182,17.5324675325,25,26.6233766234,52.2727272727,44.8051948052,20.4545454545,22.7272727273,12.5,16.2337662338
3.1.3.5.0,Tecnici delle costruzioni civili e professioni assimilate,35.5263157895,35.3383458647,55.2631578947,44.3609022556,23.6842105263,23.3082706767,3.9473684211,5.2631578947,25,24.8120300752,32.8947368421,28.5714285714,59.2105263158,45.1127819549,0,0,22.3684210526,21.8045112782,44.7368421053,47.3684210526,51.3157894737,48.1203007519,67.1052631579,57.1428571429,19.7368421053,21.8045112782,44.7368421053,36.0902255639,17.1052631579,22.5563909774,19.7368421053,21.0526315789,2.6315789474,4.5112781955,9.2105263158,12.030075188,2.6315789474,3.007518797,10.5263157895,12.7819548872,1.3157894737,2.2556390977,0,0,11.8421052632,12.7819548872,53.9473684211,45.8646616541,30.2631578947,28.5714285714,2.6315789474,3.007518797,1.3157894737,1.5037593985,2.6315789474,2.2556390977,23.6842105263,22.5563909774,51.3157894737,40.6015037594,6.5789473684,6.0150150376,7.8947368421,9.022556391,13.1578947368,14.2857142857
3.1.3.6.0,Tecnici del risparmio energetico e delle energie rinnovabili,53.3333333333,50.4761904762,51.6666666667,55.2380952381,41.6666666667,42.8571428571,25,22.8571428571,28.3333333333,33.3333333333,36.6666666667,35.2380952381,56.6666666667,49.5238095238,0,0,45,44.7619047619,75,67.619047619,73.3333333333,65.7142857143,28.3333333333,34.2857142857,55,51.4285714286,51.6666666667,54.2857142857,53.3333333333,54.2857142857,33.3333333333,38.0952380952,8.3333333333,7.619047619,23.3333333333,18.0952380952,3.3333333333,3.8095238095,6.6666666667,10.4761619048,1.6666666667,2.8571428571,0,0,5,4.7618761905,61.6666666667,51.4285714286,61.6666666667,51.4285714286,0,0,0,0,0,0,16.6666666667,15.2380952381,53.3333333333,49.5238095238,28.3333333333,24.7619047619,15,19.0476190476,8.3333333333,11.4285714286
3.1.3.7.1,Disegnatori tecnici,29.1666666667,30.9523809524,44.7916666667,44.6428571429,26.0416666667,27.380952381,32.2916666667,29.1666666667,48.9583333333,42.8571428571,15.625,17.8571428571,63.5416666667,53.5714285714,0,0,64.5833333333,54.7619047619,69.7916666667,60.7142857143,88.5416666667,73.2141666667,30.2083333333,28.5714285714,52.0833333333,45.8333333333,64.5833333333,56.5476190476,43.75,41.6666666667,27.0833333333,31.5476190476,2.0833333333,4.1666666667,7.2916666667,10.7142857143,3.125,3.5714285714,5.2083333333,8.3333333333,0,0,0,0,16.6666666667,19.0476190476,67.7083333333,60.7142857143,54.1666666667,50,2.0833333333,2.3809166667,5.2083333333,7.1428571429,0,0,15.625,14.2857142857,33.3333333333,33.9285714286,14.5833333333,15.4761904762,14.5833333333,18.4523809524,6.25,6.5476190476
3.1.3.7.2,Disegnatori tessili,22.0588235294,22.6890756303,14.7058823529,16.8067226891,7.3529411765,10.0840336134,44.1176470588,38.6554621849,55.8823529412,42.8571428571,27.9411764706,24.3697478992,44.1176470588,36.1344537815,0,0,22.0588235294,21.8487394958,4.4117647059,4.2016806723,20.5882352941,21.0084033613,0,0,1.4705882353,1.6806722689,25,22.6890756303,0,0,4.4117647059,5.0419915966,5.8823529412,5.8823277311,11.7647058824,8.4033613445,16.1764705882,14.2857142857,4.4117647059,5.0420168067,0,0,0,0,10.2941176471,10.9243697479,55.8823529412,47.0588235294,48.5294117647,46.218487395,57.3529411765,47.8991596639,17.6470588235,18.487394958,4.4117647059,5.8823277311,0,0,11.7647058824,9.243697479,2.9411764706,4.2016554622,14.7058823529,14.2857142857,4.4117647059,3.3613445378
3.1.3.7.3,Rilevatori e disegnatori di prospezioni,32.8947368421,33.8345864662,39.4736842105,42.1052631579,22.3684210526,21.8045112782,13.1578947368,20.3007518797,42.1052631579,39.8496240602,5.2631578947,6.7668947368,11.8421052632,13.5338345865,0,0,36.8421052632,36.0902255639,35.5263157895,34.5864661654,43.4210526316,43.6090225564,55.2631578947,45.8646616541,13.1578947368,11.2781954887,57.8947368421,57.1428571429,42.1052631579,39.0977443609,31.5789473684,33.0827067669,14.4736842105,19.5488721805,1.3157894737,1.5037368421,2.6315789474,3.7593759398,57.8947368421,63.9097744361,0,0,0,0,10.5263157895,12.030075188,63.1578947368,56.3909774436,42.1052631579,49.6240601504,3.9473684211,6.015037594,13.1578947368,12.7819548872,0,0,31.5789473684,37.5939849624,48.6842105263,45.8646616541,10.5263157895,6.7669172932,3.9473684211,5.2631578947,10.5263157895,9.7744360902
3.1.4.1.1,Tecnici della conduzione e del controllo di impianti di produzione dei metalli,21.875,24.1071428571,23.4375,23.2142857143,4.6875,6.2499732143,17.1875,18.75,23.4375,28.5714285714,29.6875,25,65.625,51.7857142857,1.5625,1.7856875,28.125,35.7142857143,35.9375,30.3571428571,21.875,25.8928571429,1.5625,1.7856875,35.9375,40.1785714286,31.25,38.3928571429,28.125,33.0357142857,35.9375,33.0357142857,1.5625,1.7856875,4.6875,3.5714017857,4.6875,3.5714017857,3.125,5.3571160714,3.125,3.5714285714,3.125,3.5714285714,17.1875,15.1785714286,50,45.5357142857,39.0625,41.0714285714,1.5625,1.7856875,3.125,4.4642857143,3.125,4.4642857143,4.6875,6.25,7.8125,8.9285714286,3.125,4.4642857143,3.125,4.4642857143,6.25,8.0356875
3.1.4.1.2,Tecnici della conduzione e del controllo di impianti chimici,19.0476190476,18.3673469388,25,28.5714285714,9.5238095238,11.5646258503,7.1428571429,8.8435170068,23.8095238095,24.4897959184,19.0476190476,18.3673469388,76.1904761905,64.6258503401,2.380952381,2.0408163265,25,27.8911564626,28.5714285714,27.2108843537,15.4761904762,19.0476190476,5.9523809524,6.8027006803,35.7142857143,40.1360544218,42.8571428571,40.1360544218,36.9047619048,35.3741496599,71.4285714286,70.7482993197,11.9047619048,14.2857142857,21.4285714286,23.8095238095,7.1428571429,8.163244898,3.5714285714,5.4421768707,10.7142857143,12.925170068,2.380952381,3.4013605442,20.2380952381,25.1700680272,58.3333333333,48.9795918367,35.7142857143,36.0544217687,2.380952381,2.0408163265,0,0,1.1904761905,2.0408163265,28.5714285714,26.5306122449,15.4761904762,16.3265306122,5.9523809524,6.8027006803,7.1428571429,8.163244898,16.6666666667,17.0068027211
3.1.4.1.3,Tecnici della conduzione e del controllo di impianti di produzione della carta,30,34.2857142857,22.5,24.2857142857,12.5,14.2857142857,15,20,22.5,22.8571428571,37.5,32.8571428571,82.5,71.4285714286,0,0,25,32.8571428571,10,14.2857142857,15,24.2857142857,2.5,4.2857142857,55,62.8571428571,55,50,25,18.5714285714,62.5,54.2857142857,2.5,2.8571428571,17.5,24.2857142857,17.5,12.8571428571,5,5.7142857143,10,12.8571428571,0,0,35,30,65,48.5714285714,17.5,20,0,0,0,0,0,0,22.5,20,32.5,24.2857142857,2.5,4.2857142857,5,8.5713857143,10,12.8571428571
3.1.4.1.4,Tecnici della conduzione e del controllo di impianti di trattamento delle acque,28.5714285714,29.2517006803,44.0476190476,44.8979591837,15.4761904762,14.9659863946,10.7142857143,8.843537415,34.5238095238,29.9319727891,29.7619047619,27.2108843537,54.7619047619,52.380952381,2.380952381,0.6802721088,28.5714285714,28.5714285714,28.5714285714,29.9319727891,25,26.5306122449,20.2380952381,20.4081632653,46.4285714286,48.9795918367,46.4285714286,46.2585034014,41.6666666667,42.8571428571,59.5238095238,56.462585034,40.4761904762,42.8571428571,14.2857142857,14.9659863946,2.380952381,4.0816326531,5.9523809524,7.4829931973,3.5714285714,4.0816326531,1.1904761905,1.3605442177,15.4761904762,16.3265306122,65.4761904762,48.9795918367,29.7619047619,31.9727891156,0,0,2.380952381,2.7210884354,0,0,40.4761904762,35.3741496599,42.8571428571,40.8163265306,20.2380952381,15.6462585034,13.0952380952,12.925170068,7.1428571429,8.1632653061
3.1.4.1.5,Tecnici della conduzione e del controllo di catene di montaggio automatiche,0,0,0,0,0,0,0,0,0,0,25,28.5714285714,50,50,0,0,25,28.5714285714,12.5,21.4285714286,25,21.4285714286,0,0,50,50,37.5,42.8571428571,12.5,7.1428571429,25,35.7142857143,0,0,0,0,0,0,0,0,0,0,0,0,25,21.4285714286,50,50,25,21.4285714286,0,0,0,0,0,0,25,21.4285714286,12.5,14.2857142857,0,0,0,0,0,0
3.1.4.2.1,Tecnici della produzione di energia termica ed elettrica,36.3636363636,40.2597402597,43.1818181818,48.7012987013,18.1818181818,20.7792207792,11.3636363636,14.2857142857,15.9090909091,18.8311688312,40.9090909091,40.9090909091,64.7727272727,62.987012987,0,0,50,51.2987012987,57.9545454545,58.4415584416,38.6363636364,41.5584415584,23.8636363636,24.025974026,50,50.6493506494,46.5909090909,48.7012987013,53.4090909091,53.8961038961,39.7727272727,40.2597402597,11.3636363636,14.9350649351,22.7272727273,26.6233766234,11.3636363636,14.2857142857,10.2272727273,15.5844155844,4.5454545455,3.2467532468,0,0,22.7272727273,25.974025974,50,48.7012987013,44.3181818182,45.4545454545,0,0,1.1363636364,1.9480519481,0,0,28.4090909091,31.8181818182,38.6363636364,35.7142857143,21.5909090909,19.4805194805,15.9090909091,18.1818181818,10.2272727273,8.4415584416
3.1.4.2.2,Tecnici dell'esercizio di reti idriche e di altri fluidi,36.25,32.8571428571,50,50.7142857143,23.75,23.5714285714,13.75,15.7142857143,55,46.4285714286,33.75,35,38.75,35,0,0,27.5,27.1428571429,40,37.8571428571,42.5,41.4285714286,28.75,27.1428571429,36.25,32.1428571429,33.75,31.4285714286,52.5,45.7142857143,30,30.7142857143,6.25,7.1428571429,18.75,17.1428571429,13.75,12.1428571429,23.75,19.2857142857,0,0,1.25,1.4285714286,17.5,15,60,49.2857142857,32.5,28.5714285714,0,0,1.25,1.4285714286,0,0,36.25,29.2857142857,50,39.2857142857,21.25,17.1428571429,15,12.1428571429,10,10
3.1.4.2.3,Tecnici dell'esercizio di reti di distribuzione di energia elettrica,14.2857142857,14.2857142857,35.7142857143,33.3333333333,1.1904761905,2.7210884354,1.1904761905,1.3605442177,50,48.2993197279,16.6666666667,14.9659863946,16.6666666667,17.0068027211,0,0,36.9047619048,31.9727891156,16.6666666667,21.0884353741,13.0952380952,17.0068027211,4.7619047619,8.1632653061,4.7619047619,5.4421768707,26.1904761905,29.2517006803,28.5714285714,33.3333333333,2.380952381,6.1224489796,0,0,20.2380952381,21.768707483,3.5714285714,4.7619047619,4.7619047619,4.7619047619,0,0,0,0,8.3333333333,9.5238095238,55.9523809524,48.9795918367,28.5714285714,27.8911564626,0,0,0,0,0,0,30.9523809524,36.7346938776,25,24.4897959184,28.5714285714,29.2517006803,10.7142857143,12.925170068,2.380952381,3.4013605442
