up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
3.4.6.1.0,Tecnici dei servizi giudiziari,64.4736842105,64.6616541353,42.1052631579,40.6015037594,36.8421052632,36.0902255639,13.1578947368,12.030075188,9.2105263158,9.022556391,39.4736842105,39.8496240602,40.7894736842,36.8421052632,48.6842105263,46.6165413534,40.7894736842,42.1052631579,57.8947368421,54.8872180451,28.9473684211,31.5789473684,68.4210526316,68.4210526316,48.6842105263,48.1203007519,63.1578947368,57.8947368421,63.1578947368,57.1428571429,7.8947368421,9.7744360902,13.1578947368,15.7894736842,0,0,72.3684210526,59.3984962406,0,0,10.5263157895,9.7744360902,0,0,2.6315789474,2.2556390977,48.6842105263,43.6090225564,47.3684210526,43.6090225564,78.9473684211,61.6541353383,81.5789473684,69.1729323308,67.1052631579,63.9097744361,26.3157894737,24.0601503759,1.3157894737,1.5037593985,35.5263157895,35.3383458647,55.2631578947,51.8796992481,55.2631578947,47.3684210526,38.1578947368,41.3533834586,30.2631578947,32.3308270677,38.1578947368,36.8421052632,34.2105263158,35.3383458647,38.1578947368,36.8421052632,65.7894736842,57.8947368421,3.9473684211,3.7593759398,17.1052631579,15.037593985
3.4.6.2.0,Ufficiali della Polizia di Stato,87.037037037,72.4867724868,67.5925925926,62.962962963,55.5555555556,53.9682539683,35.1851851852,32.2751322751,26.8518518519,24.8677248677,38.8888888889,37.037037037,62.037037037,60.8465608466,61.1111111111,59.2592592593,54.6296296296,51.3227513228,74.0740740741,64.5502645503,31.4814814815,35.9788359788,63.8888888889,61.3756613757,50.9259259259,42.328042328,65.7407407407,62.4338624339,69.4444444444,64.5502645503,35.1851851852,35.4497354497,20.3703703704,26.9841269841,5.5555555556,7.9364920635,61.1111111111,47.619047619,29.6296296296,20.6349206349,5.5555555556,5.290973545,0,0,0.9259259259,1.0582010582,67.5925925926,58.7301587302,75,65.0793650794,87.037037037,73.0158730159,82.4074074074,73.0158730159,76.8518518519,67.1957671958,42.5925925926,43.9153439153,0.9259259259,1.0581851852,74.0740740741,60.3174603175,49.0740740741,43.3862433862,74.0740740741,61.9047619048,61.1111111111,55.0264550265,45.3703703704,39.6825396825,67.5925925926,61.9047619048,65.7407407407,59.7883597884,56.4814814815,54.4973544974,45.3703703704,41.7989417989,7.4074074074,10.581994709,19.4444444444,16.9312169312
3.4.6.3.1,Tecnici dei servizi di sicurezza dei vigili urbani,85,73.5714285714,66.25,59.2857142857,60,54.2857142857,57.5,48.5714285714,46.25,38.5714285714,56.25,50.7142857143,72.5,66.4285714286,67.5,65,51.25,54.2857142857,73.75,68.5714285714,42.5,40,75,66.4285714286,48.75,42.1428571429,61.25,57.8571428571,72.5,65.7142857143,22.5,22.8571428571,26.25,33.5714285714,18.75,17.8571428571,68.75,60.7142857143,21.25,17.8571428571,13.75,13.5714285714,3.75,6.4285714286,2.5,5.7142857143,56.25,48.5714285714,53.75,55,80,72.8571428571,83.75,76.4284285714,78.75,70.7142857143,37.5,35.7142857143,2.5,2.8571428571,73.75,69.2857142857,47.5,39.2857142857,62.5,57.1428571429,46.25,42.1428571429,32.5,35,35,34.2857142857,43.75,45,45,45,58.75,53.5714285714,5,7.1428357143,22.5,22.1428571429
3.4.6.3.2,Tecnici dei servizi di sicurezza dei vigili del fuoco,64.5833333333,62.5,48.9583333333,52.380952381,54.1666666667,55.3571428571,47.9166666667,50.5952380952,47.9166666667,45.8333333333,48.9583333333,54.7619047619,72.9166666667,67.2619047619,50,51.7857142857,51.0416666667,52.380952381,71.875,69.0476190476,29.1666666667,37.5,67.7083333333,67.8571428571,48.9583333333,50,61.4583333333,59.5238095238,63.5416666667,60.119047619,43.75,48.8095238095,29.1666666667,33.9285714286,19.7916666667,22.0238095238,53.125,52.380952381,17.7083333333,19.6428571429,28.125,30.9523809524,7.2916666667,9.5238095238,5.2083333333,7.1428571429,41.6666666667,42.2619047619,44.7916666667,44.0476190476,75,69.6428571429,70.8333333333,72.619047619,68.75,66.6666666667,54.1666666667,56.5476190476,4.1666666667,4.7618869048,46.875,51.7857142857,37.5,43.4523809524,64.5833333333,64.2857142857,56.25,56.5476190476,52.0833333333,52.9761904762,62.5,64.880952381,60.4166666667,63.0952380952,55.2083333333,57.7380952381,35.4166666667,42.8571428571,18.75,20.8333333333,35.4166666667,34.5238095238
3.4.6.3.3,Tecnici dei servizi di sicurezza del corpo forestale,78.75,70,72.5,62.1428571429,68.75,58.5714285714,36.25,30.7142857143,33.75,34.2857142857,50,50,60,53.5714285714,61.25,55.7142857143,57.5,52.1428571429,72.5,63.5714285714,43.75,44.2857142857,61.25,60,53.75,48.5714285714,75,67.8571428571,67.5,62.1428571429,31.25,30.7142857143,20,21.4285714286,11.25,13.5714285714,62.5,50.7142857143,22.5,17.1428571429,16.25,17.8571428571,5,6.4285714286,7.5,7.1428571429,70,60.7142857143,67.5,59.2857142857,85,68.5714285714,76.25,69.2857142857,71.25,64.2857142857,36.25,36.4285714286,5,5.7142642857,65,56.4285714286,31.25,30,76.25,64.2857142857,63.75,54.2857142857,55,46.4285714286,72.5,65,61.25,56.4285714286,38.75,35.7142857143,53.75,49.2857142857,6.25,7.8571214286,35,37.8571428571
3.4.6.4.0,Ufficiali della guardia di finanza,77.34375,70.9821428571,61.71875,58.0357142857,54.6875,53.125,29.6875,29.0178571429,35.9375,37.0535714286,55.46875,53.5714285714,63.28125,57.5892857143,70.3125,68.75,68.75,64.2857142857,76.5625,70.0892857143,44.53125,46.875,65.625,59.8214285714,60.9375,56.6964285714,71.875,66.0714285714,75,70.9821428571,23.4375,25,14.0625,19.6428571429,8.59375,8.9285714286,71.09375,56.6964285714,20.3125,21.4285714286,25.78125,24.5535714286,3.90625,4.0178571429,3.90625,4.01784375,64.84375,58.9285714286,71.875,62.9464285714,83.59375,74.1070535714,74.21875,66.5178571429,63.28125,62.0535714286,34.375,33.9285714286,3.125,4.4642723214,44.53125,43.3035714286,28.125,29.0178571429,66.40625,60.2678571429,53.90625,52.6785714286,43.75,41.5178571429,59.375,59.375,53.125,52.2321428571,57.03125,54.0178571429,54.6875,51.3392857143,6.25,8.4821294643,35.9375,32.1428571429
3.4.6.5.0,Controllori fiscali,78.4090909091,72.7272727273,63.6363636364,61.6883116883,59.0909090909,51.2987012987,38.6363636364,33.7662337662,45.4545454545,39.6103896104,52.2727272727,48.0519480519,62.5,55.8441558442,68.1818181818,64.9350649351,60.2272727273,60.3896103896,77.2727272727,70.1298701299,25,30.5194805195,64.7727272727,59.7402597403,54.5454545455,48.7012987013,70.4545454545,65.5844155844,75,70.7792207792,6.8181818182,9.0909090909,9.0909090909,13.6363636364,3.4090909091,3.8961038961,64.7727272727,54.5454545455,4.5454545455,4.5454545455,20.4545454545,18.8311688312,1.1363636364,1.9480519481,1.1363636364,1.2986818182,63.6363636364,61.6883116883,68.1818181818,62.987012987,75,64.9350649351,72.7272727273,67.5324675325,68.1818181818,64.9350649351,12.5,18.1818181818,3.4090909091,1.9480519481,46.5909090909,44.1558441558,32.9545454545,29.8701298701,70.4545454545,64.2857142857,60.2272727273,55.1948051948,48.8636363636,44.8051948052,62.5,61.038961039,60.2272727273,55.1948051948,50,52.5974025974,60.2272727273,57.7922077922,14.7727272727,16.8831168831,15.9090909091,24.025974026
3.4.6.6.1,Tecnici dei servizi pubblici di concessioni licenze,77.6315789474,69.1729323308,60.5263157895,54.8872180451,39.4736842105,33.8345864662,13.1578947368,12.030075188,27.6315789474,28.5714285714,31.5789473684,30.0751879699,61.8421052632,58.6466165414,57.8947368421,53.3834586466,57.8947368421,54.8872180451,71.0526315789,63.9097744361,26.3157894737,24.8120300752,69.7368421053,60.9022556391,40.7894736842,40.6015037594,53.9473684211,42.8571428571,69.7368421053,57.8947368421,1.3157894737,1.5037593985,1.3157894737,1.5037593985,0,0,72.3684210526,49.6240601504,0,0,14.4736842105,15.7894736842,0,0,0,0,53.9473684211,45.8646616541,68.4210526316,58.6466165414,75,61.6541353383,77.6315789474,66.9172932331,67.1052631579,62.4060150376,19.7368421053,19.5488721805,0,0,47.3684210526,41.3533834586,50,34.5864661654,56.5789473684,49.6240601504,50,36.0902255639,23.6842105263,24.8120300752,35.5263157895,38.3458646617,35.5263157895,29.3233082707,47.3684210526,50.3759398496,73.6842105263,59.3984962406,3.9473684211,9.022556391,27.6315789474,33.0827067669
3.4.6.6.2,Tecnici dei servizi pubblici per il rilascio di certificazioni e documentazioni personali,60.7142857143,42.8571428571,36.9047619048,32.6530612245,15.4761904762,19.7278911565,4.7619047619,6.8027210884,14.2857142857,13.6054421769,26.1904761905,26.5306122449,53.5714285714,41.4965986395,45.2380952381,42.1768707483,40.4761904762,34.0136054422,46.4285714286,42.8571428571,4.7619047619,6.8027210884,54.7619047619,50.3401360544,13.0952380952,14.2857142857,28.5714285714,26.5306122449,27.380952381,28.5714285714,3.5714285714,6.1224489796,15.4761904762,17.6870748299,1.1904761905,1.3605442177,79.7619047619,52.380952381,1.1904761905,1.3605442177,14.2857142857,12.2448979592,0,0,0,0,67.8571428571,45.5782312925,40.4761904762,36.0544217687,72.619047619,58.5034013605,82.1428571429,61.2244897959,58.3333333333,51.7006802721,19.0476190476,21.768707483,2.380952381,1.3605442177,52.380952381,38.0952380952,82.1428571429,60.5442176871,14.2857142857,13.6054421769,7.1428571429,10.8843537415,10.7142857143,11.5646258503,5.9523809524,6.8027006803,11.9047619048,12.925170068,29.7619047619,27.2108843537,71.4285714286,49.6598639456,0,0,1.1904761905,2.0408163265
4.1.1.1.0,Addetti a funzioni di segreteria,82.9545454545,61.6883116883,57.9545454545,42.8571428571,32.9545454545,29.8701298701,11.3636363636,11.6883116883,23.8636363636,22.7272727273,39.7727272727,35.7142857143,54.5454545455,44.8051948052,60.2272727273,44.1558441558,53.4090909091,43.5064935065,60.2272727273,50.6493506494,31.8181818182,26.6233766234,47.7272727273,37.6623376623,28.4090909091,26.6233766234,60.2272727273,43.5064935065,69.3181818182,59.0909090909,2.2727272727,2.5974025974,9.0909090909,10.3896103896,0,0,71.5909090909,38.961038961,0,0,15.9090909091,14.9350649351,0,0,1.1363636364,1.2987012987,68.1818181818,47.4025974026,68.1818181818,51.9480519481,89.7727272727,66.8831168831,72.7272727273,55.8441558442,80.6818181818,63.6363636364,50,39.6103896104,0,0,44.3181818182,37.6623376623,27.2727272727,20.7792207792,37.5,27.2727272727,29.5454545455,21.4285714286,21.5909090909,16.2337662338,27.2727272727,22.7272727273,26.1363636364,24.025974026,35.2272727273,27.9220779221,77.2727272727,53.2467532468,4.5454545455,4.5454545455,9.0909090909,10.3896103896
4.1.1.2.0,Addetti agli affari generali,72,58.2857142857,52,42.8571428571,43,35.4285714286,11,13.1428571429,40,33.1428571429,42,39.4285714286,58,46.2857142857,66,56.5714285714,57,46.8571428571,66,57.7142857143,35,33.1428571429,64,54.2857142857,51,41.7142857143,54,49.1428571429,59,50.8571428571,4,4,10,13.1428571429,3,2.2857142857,72,47.4285714286,4,4.5714285714,36,29.1428571429,3,3.9999828571,3,1.7142857143,61,48,57,41.7142857143,82,64.5714285714,68,56.5714285714,72,60.5714285714,31,26.2857142857,14,13.7142857143,38,37.1428571429,23,22.8571428571,47,41.7142857143,42,39.4285714286,32,29.7142857143,32,27.4285714286,29,28.5714285714,41,30.2857142857,83,63.9998857143,19,16.5714285714,51,42.8571428571
4.1.1.3.0,Addetti al protocollo e allo smistamento di documenti,61.9565217391,50.3105590062,38.0434782609,30.4347826087,14.1304347826,15.5279503106,7.6086956522,6.8322981366,5.4347826087,6.8322795031,16.3043478261,17.3913043478,31.5217391304,27.950310559,65.2173913043,53.4161490683,26.0869565217,26.0869565217,32.6086956522,30.4347826087,10.8695652174,12.4223602484,32.6086956522,29.8136645963,5.4347826087,4.9689440994,20.652173913,18.0124223602,35.8695652174,31.6770186335,1.0869565217,1.2422360248,16.3043478261,17.3913043478,0,0,69.5652173913,51.5527950311,0,0,15.2173913043,13.0434782609,4.347826087,4.9689440994,6.5217391304,9.3167515528,78.2608695652,56.5217391304,34.7826086957,27.950310559,63.0434782609,48.4472049689,34.7826086957,27.3291925466,40.2173913043,31.0559006211,11.9565217391,10.5590062112,0,0,8.6956521739,10.5590062112,4.347826087,3.7267080745,5.4347826087,6.2111614907,10.8695652174,8.6956521739,4.347826087,4.9689254658,2.1739130435,1.8633354037,3.2608695652,6.8322795031,5.4347826087,8.6956149068,63.0434782609,49.6894409938,0,0,0,0
4.1.1.4.0,Addetti alla gestione del personale,78.3333333333,70,45,42.380952381,30.8333333333,30,5.8333333333,6.1904619048,22.5,20,53.3333333333,43.3333333333,49.1666666667,38.5714285714,62.5,58.0952380952,51.6666666667,45.7142857143,63.3333333333,55.2380952381,36.6666666667,33.8095238095,70,58.5714285714,38.3333333333,34.2857142857,55,50.4761904762,73.3333333333,65.7142857143,0.8333333333,0.4761904762,4.1666666667,5.2380952381,0,0,78.3333333333,58.0952380952,0,0,13.3333333333,10.4761904762,0,0,0,0,61.6666666667,57.1428571429,57.5,49.5238095238,79.1666666667,66.1904761905,65,57.1428571429,73.3333333333,65.7142857143,45.8333333333,40.4761904762,3.3333333333,4.2857142857,57.5,55.2380952381,16.6666666667,13.3333333333,45.8333333333,38.5714285714,47.5,41.9047619048,33.3333333333,30,38.3333333333,32.380952381,40.8333333333,33.3333333333,38.3333333333,33.3333333333,60,53.3333333333,27.5,29.0476190476,25,22.8571428571
4.1.2.1.0,"Addetti alla videoscrittura, dattilografi, stenografi e professioni assimilate",46.6666666667,51.4285714286,33.3333333333,32.380952381,15,11.4285714286,18.3333333333,15.2380952381,23.3333333333,23.8095238095,28.3333333333,27.619047619,28.3333333333,28.5714285714,36.6666666667,41.9047619048,21.6666666667,21.9047619048,43.3333333333,45.7142857143,20,24.7619047619,46.6666666667,47.619047619,18.3333333333,25.7142857143,40,40,40,43.8095238095,5,6.6666666667,23.3333333333,25.7142857143,6.6666666667,5.7142857143,73.3333333333,57.1428571429,0,0,15,12.380952381,0,0,6.6666666667,7.619047619,45,49.5238095238,26.6666666667,32.380952381,38.3333333333,47.619047619,51.6666666667,57.1428571429,55,55.2380952381,11.6666666667,21.9047619048,25,27.619047619,30,29.5238095238,23.3333333333,22.8571428571,20,22.8571428571,13.3333333333,12.380952381,15,15.2380952381,15,15.2380952381,13.3333333333,14.2857142857,23.3333333333,27.619047619,28.3333333333,32.380952381,5,11.4285714286,20,21.9047619048
4.1.2.2.0,Addetti all'immissione dati,72.619047619,60.5442176871,39.2857142857,36.0544217687,13.0952380952,14.2857142857,3.5714285714,2.7210680272,14.2857142857,13.6054421769,21.4285714286,24.4897959184,42.8571428571,38.0952380952,84.5238095238,65.9863945578,50,45.5782312925,44.0476190476,40.1360544218,11.9047619048,15.6462585034,59.5238095238,49.6598639456,21.4285714286,24.4897959184,41.6666666667,40.1360544218,59.5238095238,57.1428571429,0,0,2.380952381,3.4013605442,0,0,86.9047619048,59.183537415,0,0,2.380952381,2.7210884354,1.1904761905,0.6802721088,1.1904761905,0.6802721088,77.380952381,59.1836734694,52.380952381,44.8979591837,63.0952380952,57.1428571429,70.2380952381,59.1836734694,55.9523809524,52.380952381,17.8571428571,16.3265306122,3.5714285714,4.7618843537,13.0952380952,16.3265306122,28.5714285714,23.8095238095,30.9523809524,27.2108843537,22.619047619,19.7278911565,22.619047619,23.8095238095,16.6666666667,18.3673469388,21.4285714286,21.768707483,23.8095238095,26.5306122449,71.4285714286,61.2244897959,4.7619047619,6.8027006803,21.4285714286,21.768707483
4.1.2.3.0,Addetti alle macchine per la riproduzione e l'invio di materiali e documenti,32.5,32.1428571429,21.25,24.2857142857,38.75,41.4285714286,48.75,45,37.5,38.5714285714,36.25,32.1428571429,33.75,32.8571428571,33.75,34.2857142857,20,22.1428571429,60,52.8571428571,36.25,35.7142857143,53.75,55,30,29.2857142857,41.25,37.1428571429,53.75,52.1428571429,16.25,16.4285714286,36.25,35,28.75,33.5714285714,67.5,55,1.25,0.7142857143,12.5,12.8571428571,10,12.1428571429,12.5,15.7142857143,36.25,32.1428571429,26.25,25.7142857143,23.75,22.1428571429,51.25,49.2857142857,57.5,58.5714285714,6.25,8.5714071429,27.5,23.5714285714,37.5,34.2857142857,60,52.1428571429,23.75,20.7142857143,16.25,19.2857142857,15,18.5714285714,18.75,17.1428571429,20,20,26.25,23.5714285714,32.5,31.4285714286,7.5,5.7142857143,41.25,38.5714285714
4.2.1.1.0,"Addetti agli sportelli assicurativi, bancari e di altri intermediari finanziari",51.1904761905,47.619047619,41.6666666667,40.1360544218,14.2857142857,11.5646258503,2.380952381,2.7210680272,4.7619047619,5.4421768707,23.8095238095,25.1700680272,30.9523809524,24.4897959184,52.380952381,46.9387755102,36.9047619048,31.9727891156,45.2380952381,38.0952380952,17.8571428571,15.6462585034,63.0952380952,52.380952381,33.3333333333,29.9319727891,34.5238095238,27.8911564626,45.2380952381,38.7755102041,3.5714285714,4.0816326531,11.9047619048,9.5238095238,0,0,59.5238095238,43.537414966,0,0,7.1428571429,6.1224285714,3.5714285714,5.4421768707,3.5714285714,4.0816122449,51.1904761905,45.5782312925,55.9523809524,46.9387755102,61.9047619048,51.7006802721,75,61.2244897959,67.8571428571,59.8639455782,16.6666666667,17.0068027211,35.7142857143,34.693877551,50,42.8571428571,71.4285714286,59.1836734694,15.4761904762,13.6054421769,20.2380952381,15.6462585034,5.9523809524,6.1224489796,1.1904761905,2.7210884354,7.1428571429,8.8435170068,25,21.768707483,50,44.8979591837,0,0,2.380952381,2.7210884354
4.2.1.2.0,Addetti agli sportelli dei servizi postali,57.5,47.1428571429,35,27.8571428571,10,7.8571428571,16.25,14.2857142857,13.75,12.1428571429,38.75,32.8571428571,36.25,33.5714285714,37.5,32.1428571429,25,17.8571428571,40,36.4285714286,11.25,13.5714285714,57.5,53.5714285714,18.75,15.7142857143,28.75,22.1428571429,28.75,25,7.5,5.7142642857,12.5,13.5714285714,1.25,1.4285714286,70,53.5714285714,3.75,4.2856928571,5,5.7142857143,1.25,2.1428571429,1.25,1.4285714286,43.75,40,58.75,44.2857142857,67.5,50,67.5,50,75,54.2857142857,35,31.4285714286,45,37.8571428571,57.5,42.8571428571,63.75,45.7142857143,30,23.5714285714,28.75,22.8571428571,13.75,10.7142857143,18.75,15.7142857143,22.5,18.5714285714,31.25,22.8571428571,57.5,48.5714285714,12.5,12.1428571429,16.25,14.2857142857
4.2.1.3.0,Addetti agli sportelli per l'esazione di imposte e contributi e al recupero crediti,66.6666666667,57.1428571429,48.8095238095,50.3401360544,28.5714285714,22.4489795918,19.0476190476,18.3673469388,19.0476190476,15.6462585034,35.7142857143,33.3333333333,52.380952381,46.9387755102,57.1428571429,51.7006802721,51.1904761905,46.2585034014,51.1904761905,48.2993197279,14.2857142857,14.9659863946,42.8571428571,42.1768707483,36.9047619048,29.2517006803,34.5238095238,30.612244898,59.5238095238,56.462585034,2.380952381,2.0408163265,4.7619047619,4.7619047619,0,0,77.380952381,61.9047619048,0,0,10.7142857143,6.8027210884,0,0,0,0,64.2857142857,54.4217687075,55.9523809524,47.619047619,67.8571428571,57.1428571429,66.6666666667,53.7414965986,47.619047619,46.2585034014,20.2380952381,21.0884353741,26.1904761905,19.7278911565,67.8571428571,59.8639455782,45.2380952381,30.612244898,19.0476190476,20.4081632653,21.4285714286,20.4081632653,25,23.1292517007,17.8571428571,19.7278911565,20.2380952381,17.6870748299,44.0476190476,34.693877551,61.9047619048,51.7006802721,5.9523809524,6.1224489796,16.6666666667,14.9659863946
4.2.1.4.0,Addetti agli sportelli delle agenzie di pegno e professioni assimilate,61.9047619048,59.1836734694,72.619047619,64.6258503401,45.2380952381,45.5782312925,28.5714285714,25.1700680272,32.1428571429,28.5714285714,77.380952381,71.4285714286,57.1428571429,59.1836734694,57.1428571429,55.1020408163,32.1428571429,34.693877551,52.380952381,48.9795918367,19.0476190476,17.6870748299,65.4761904762,61.2244897959,27.380952381,25.8503401361,21.4285714286,23.1292517007,23.8095238095,27.2108843537,0,0,28.5714285714,29.2517006803,2.380952381,3.4013605442,61.9047619048,53.7414965986,4.7619047619,4.0816326531,8.3333333333,7.4829931973,0,0,4.7619047619,6.1224489796,55.9523809524,51.7006802721,42.8571428571,40.1360544218,50,48.9795918367,61.9047619048,51.7006802721,64.2857142857,63.2653061224,27.380952381,28.5714285714,15.4761904762,14.9659863946,59.5238095238,55.7823129252,59.5238095238,45.5782312925,15.4761904762,12.2448979592,5.9523809524,6.8027006803,10.7142857143,8.1632653061,7.1428571429,7.4829727891,11.9047619048,10.8843537415,35.7142857143,29.9319727891,52.380952381,44.8979591837,3.5714285714,6.1224489796,13.0952380952,14.2857142857
