up_new,Descrizione,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
7.2.3.1.0,Conduttori di macchinari per la confezione e vulcanizzazione dei pneumatici,71.25,63.75,76.25,56.25,48.75,61.25,61.25,75,51.25,63.75,52.5,63.75,75,66.25,71.25,70.4545454545,63.6363636364,63.6363636364,56.25,45.4545454545,53.75
7.2.3.2.0,Conduttori di macchinari per la fabbricazione di altri articoli in gomma,68.1818181818,50,81.8181818182,70.4545454545,43.1818181818,61.3636363636,54.5454545455,72.7272727273,47.7272727273,54.5454545455,36.3636363636,72.7272727273,75,50,72.7272727273,75,77.5,72.5,56.8181818182,45,36.3636363636
7.2.3.3.0,Conduttori di macchinari per la fabbricazione di articoli in plastica e assimilati,65,62.5,75,65,66.25,56.25,58.75,72.5,45,62.5,61.25,60,73.75,65,73.75,75,78.8461538462,63.4615384615,60,51.9230769231,55
7.2.4.1.0,Addetti a macchinari per la produzione in serie di mobili e di articoli in legno,79.4117647059,72.0588235294,77.9411764706,69.1176470588,72.0588235294,50,58.8235294118,73.5294117647,50,66.1764705882,61.7647058824,69.1176470588,69.1176470588,67.6470588235,75,77.5,80,75,64.7058823529,60,51.4705882353
7.2.5.1.0,Conduttori di macchinari per tipografia e stampa su carta e cartone,78.75,67.5,73.75,76.25,62.5,61.25,62.5,73.75,41.25,71.25,56.25,68.75,80,58.75,77.5,69.2307692308,67.3076923077,63.4615384615,61.25,61.5384615385,57.5
7.2.5.2.0,Conduttori di macchinari per la fabbricazione di prodotti in carta e cartone,70,65,76.25,71.25,51.25,48.75,57.5,73.75,52.5,62.5,47.5,61.25,66.25,53.75,77.5,77.2727272727,77.2727272727,61.3636363636,55,50,52.5
7.2.5.3.0,Conduttori di macchinari per rilegatura di libri e assimilati,61.8421052632,71.0526315789,80.2631578947,69.7368421053,56.5789473684,59.2105263158,44.7368421053,65.7894736842,44.7368421053,61.8421052632,47.3684210526,65.7894736842,71.0526315789,59.2105263158,71.0526315789,75,78.3333333333,76.6666666667,48.6842105263,51.6666666667,47.3684210526
7.2.6.1.0,Addetti a macchinari per la filatura e la bobinatura,70.2380952381,55.9523809524,79.7619047619,67.8571428571,48.8095238095,41.6666666667,45.2380952381,58.3333333333,38.0952380952,63.0952380952,51.1904761905,63.0952380952,73.8095238095,66.6666666667,77.380952381,78.8461538462,76.9230769231,71.1538461538,52.380952381,61.5384615385,59.5238095238
7.2.6.2.0,Addetti a telai meccanici e a macchinari per la tessitura e la maglieria,80,66.25,81.25,60,65,46.25,47.5,66.25,57.5,55,60,68.75,70,65,77.5,68.75,70.8333333333,66.6666666667,55,41.6666666667,55
7.2.6.3.0,Operai addetti a macchinari industriali per confezioni di abbigliamento in stoffa e assimilati,81.5789473684,76.3157894737,75,67.1052631579,50,55.2631578947,56.5789473684,73.6842105263,61.8421052632,60.5263157895,47.3684210526,73.6842105263,69.7368421053,68.4210526316,78.9473684211,80.5555555556,77.7777777778,68.0555555556,59.2105263158,52.7777777778,53.9473684211
7.2.6.4.0,"Addetti ai macchinari per il trattamento di pulitura a secco, candeggio e tintura di filati e tessuti industriali",52.380952381,53.5714285714,83.3333333333,69.0476190476,71.4285714286,51.1904761905,51.1904761905,76.1904761905,38.0952380952,50,42.8571428571,53.5714285714,78.5714285714,60.7142857143,58.3333333333,75,75,66.0714285714,21.4285714286,41.0714285714,45.2380952381
7.2.6.5.0,Addetti a macchinari per la stampa dei tessuti,55.5555555556,66.6666666667,77.7777777778,52.7777777778,59.7222222222,56.9444444444,45.8333333333,68.0555555556,51.3888888889,54.1666666667,59.7222222222,55.5555555556,77.7777777778,63.8888888889,58.3333333333,67.8571428571,76.7857142857,71.4285714286,40.2777777778,39.2857142857,37.5
7.2.6.6.1,Addetti a macchinari industriali per la preparazione di pelli e pellicce,68.75,60,76.25,57.5,56.25,58.75,57.5,71.25,28.75,53.75,52.5,61.25,68.75,56.25,66.25,72.0588235294,75,61.7647058824,46.25,48.5294117647,41.25
7.2.6.6.2,Addetti a macchinari per la produzione in serie di articoli in pelle e pelliccia,81.25,73.75,83.75,53.75,63.75,43.75,53.75,73.75,35,63.75,48.75,76.25,80,66.25,76.25,79.6875,82.8125,76.5625,67.5,54.6875,47.5
7.2.6.7.0,Addetti a macchinari per la produzione in serie di calzature,76.25,65,78.75,67.5,62.5,60,52.5,67.5,48.75,65,60,71.25,65,53.75,62.5,75,68.75,62.5,53.75,54.1666666667,55
7.2.6.9.0,Altri operai addetti a macchinari dell'industria tessile e delle confezioni ed assimilati,67.1875,39.0625,78.125,71.875,51.5625,51.5625,50,62.5,35.9375,43.75,40.625,51.5625,56.25,67.1875,59.375,65.625,70.3125,67.1875,43.75,54.6875,35.9375
7.2.7.1.0,Assemblatori in serie di parti di macchine,67.1052631579,63.1578947368,78.9473684211,64.4736842105,57.8947368421,55.2631578947,56.5789473684,75,57.8947368421,63.1578947368,50,67.1052631579,73.6842105263,67.1052631579,77.6315789474,73.6111111111,76.3888888889,65.2777777778,53.9473684211,51.3888888889,42.1052631579
7.2.7.2.0,Assemblatori e cablatori di apparecchiature elettriche,71.4285714286,64.2857142857,78.5714285714,69.0476190476,52.380952381,53.5714285714,58.3333333333,69.0476190476,45.2380952381,63.0952380952,48.8095238095,64.2857142857,78.5714285714,64.2857142857,71.4285714286,79.1666666667,77.0833333333,77.0833333333,52.380952381,54.1666666667,58.3333333333
7.2.7.3.0,Assemblatori e cablatori di apparecchiature elettroniche e di telecomunicazioni,72.3684210526,73.6842105263,82.8947368421,65.7894736842,69.7368421053,59.2105263158,63.1578947368,76.3157894737,50,63.1578947368,56.5789473684,67.1052631579,75,61.8421052632,76.3157894737,77.9411764706,77.9411764706,79.4117647059,50,44.1176470588,43.4210526316
7.2.7.4.0,"Assemblatori in serie di articoli in metallo, in gomma e in materie plastiche",64.2857142857,61.9047619048,70.2380952381,59.5238095238,48.8095238095,50,48.8095238095,72.619047619,44.0476190476,60.7142857143,63.0952380952,71.4285714286,71.4285714286,66.6666666667,72.619047619,77.7777777778,75,77.7777777778,55.9523809524,38.8888888889,48.8095238095
7.2.7.5.0,Assemblatori in serie di articoli in legno e in materiali assimilati,75,70.4545454545,79.5454545455,71.5909090909,73.8636363636,54.5454545455,45.4545454545,75,46.5909090909,57.9545454545,64.7727272727,65.9090909091,78.4090909091,72.7272727273,80.6818181818,78.125,75,62.5,65.9090909091,68.75,63.6363636364
7.2.7.6.0,"Assemblatori in serie di articoli in cartone, in tessuto e materie assimilate",82.5,72.5,85,61.25,61.25,60,57.5,78.75,46.25,62.5,58.75,72.5,76.25,57.5,77.5,81.9444444444,79.1666666667,65.2777777778,70,62.5,53.75
7.2.7.9.0,Assemblatori in serie di articoli industriali compositi,72.5,67.5,87.5,75,50,40,62.5,75,45,57.5,55,57.5,77.5,75,80,71.875,78.125,68.75,55,34.375,42.5
7.2.8.1.0,Addetti a macchine confezionatrici e al confezionamento di prodotti industriali,63.0952380952,54.7619047619,65.4761904762,61.9047619048,53.5714285714,50,60.7142857143,64.2857142857,47.619047619,58.3333333333,52.380952381,65.4761904762,67.8571428571,64.2857142857,70.2380952381,75,75,69.4444444444,64.2857142857,47.2222222222,45.2380952381
7.3.1.1.0,Addetti agli impianti fissi in agricoltura e nell' allevamento,80,76.25,85,71.25,70,51.25,58.75,68.75,41.25,58.75,56.25,57.5,72.5,65,77.5,85.7142857143,78.5714285714,64.2857142857,68.75,57.1428571429,68.75
7.3.1.2.0,Addetti agli impianti per la trasformazione delle olive,75,71.25,71.25,51.25,46.25,52.5,43.75,65,28.75,60,68.75,76.25,66.25,58.75,73.75,78.5714285714,75,71.4285714286,61.25,50,57.5
7.3.1.3.0,"Addetti alla refrigerazione, trattamento igienico e prima trasformazione del latte",83.3333333333,76.3888888889,84.7222222222,62.5,63.8888888889,59.7222222222,69.4444444444,68.0555555556,52.7777777778,52.7777777778,69.4444444444,65.2777777778,63.8888888889,58.3333333333,70.8333333333,65,65,63.3333333333,51.3888888889,50,50
7.3.2.1.0,Conduttori di macchinari per la conservazione e la lavorazione della carne e del pesce,82.1428571429,73.8095238095,80.9523809524,59.5238095238,64.2857142857,63.0952380952,71.4285714286,78.5714285714,50,64.2857142857,59.5238095238,72.619047619,79.7619047619,65.4761904762,83.3333333333,82.1428571429,82.1428571429,80.3571428571,55.9523809524,44.6428571429,46.4285714286
7.3.2.2.0,Conduttori di apparecchi per la lavorazione industriale di prodotti lattiero – caseari,80.5555555556,75,81.9444444444,52.7777777778,54.1666666667,68.0555555556,72.2222222222,75,65.2777777778,63.8888888889,65.2777777778,73.6111111111,73.6111111111,65.2777777778,79.1666666667,78.125,78.125,68.75,52.7777777778,42.1875,59.7222222222
7.3.2.3.1,Conduttori di macchinari industriali per la lavorazione dei cereali,80,70,86.25,60,60,47.5,58.75,71.25,35,66.25,62.5,75,76.25,57.5,85,75,81.25,75,76.25,62.5,65
7.3.2.3.2,Conduttori di macchinari industriali per la lavorazione delle spezie,71.6666666667,65,81.6666666667,71.6666666667,63.3333333333,50,73.3333333333,66.6666666667,48.3333333333,58.3333333333,56.6666666667,61.6666666667,73.3333333333,70,81.6666666667,77.0833333333,77.0833333333,64.5833333333,56.6666666667,43.75,51.6666666667
7.3.2.3.3,Conduttori di macchinari industriali per la lavorazione di prodotti a base di cereali,75,67.0454545455,77.2727272727,67.0454545455,47.7272727273,63.6363636364,69.3181818182,75,56.8181818182,61.3636363636,59.0909090909,72.7272727273,76.1363636364,75,78.4090909091,77.380952381,76.1904761905,73.8095238095,54.5454545455,54.7619047619,52.2727272727
7.3.2.4.1,Conduttori di macchinari per cernita e la calibratura di prodotti ortofrutticoli,66.6666666667,56.9444444444,79.1666666667,68.0555555556,55.5555555556,50,58.3333333333,68.0555555556,41.6666666667,55.5555555556,47.2222222222,68.0555555556,77.7777777778,52.7777777778,70.8333333333,61.7647058824,67.6470588235,70.5882352941,37.5,38.2352941176,51.3888888889
7.3.2.4.2,Conduttori di macchinari per la conservazione di frutta e verdura,67.5,63.75,80,57.5,48.75,65,61.25,73.75,52.5,62.5,55,67.5,73.75,65,75,81.9444444444,80.5555555556,80.5555555556,52.5,48.6111111111,46.25
7.3.2.4.3,Conduttori di macchinari per la conservazione di legumi e riso,75,81.25,84.375,71.875,64.0625,60.9375,57.8125,78.125,64.0625,62.5,59.375,67.1875,67.1875,70.3125,82.8125,89.2857142857,82.1428571429,75,60.9375,60.7142857143,60.9375
7.3.2.4.4,Conduttori di macchinari per la produzione di oli di semi,69.4444444444,62.5,66.6666666667,63.8888888889,38.8888888889,55.5555555556,56.9444444444,72.2222222222,44.4444444444,63.8888888889,45.8333333333,69.4444444444,77.7777777778,56.9444444444,75,75,73.3333333333,75,43.0555555556,40,48.6111111111
7.3.2.5.0,Conduttori di macchinari per la produzione e la raffinazione dello zucchero,72.619047619,66.6666666667,77.380952381,51.1904761905,50,51.1904761905,65.4761904762,67.8571428571,38.0952380952,54.7619047619,51.1904761905,65.4761904762,78.5714285714,63.0952380952,67.8571428571,70,75,61.25,57.1428571429,50,50
7.3.2.6.1,"Conduttori di macchinari per la preparazione e la produzione del the, del caffè e del cacao",77.2727272727,78.4090909091,79.5454545455,64.7727272727,52.2727272727,53.4090909091,56.8181818182,71.5909090909,53.4090909091,68.1818181818,59.0909090909,63.6363636364,70.4545454545,61.3636363636,78.4090909091,80,60,55,75,65,76.1363636364
7.3.2.6.2,Conduttori di macchinari per la preparazione e la produzione della cioccolata,83.3333333333,79.1666666667,77.7777777778,59.7222222222,58.3333333333,50,52.7777777778,83.3333333333,54.1666666667,68.0555555556,65.2777777778,79.1666666667,66.6666666667,65.2777777778,75,83.3333333333,75,66.6666666667,80.5555555556,41.6666666667,65.2777777778
7.3.2.7.0,Conduttori di macchinari per la lavorazione dei prodotti del tabacco,71.6666666667,63.3333333333,80,60,45,48.3333333333,66.6666666667,71.6666666667,56.6666666667,58.3333333333,55,61.6666666667,66.6666666667,75,73.3333333333,73.3333333333,70,70,58.3333333333,55,41.6666666667
7.3.2.8.1,Addetti a macchinari industriali per la vinificazione,66.6666666667,72.619047619,77.380952381,55.9523809524,65.4761904762,55.9523809524,60.7142857143,71.4285714286,58.3333333333,57.1428571429,58.3333333333,64.2857142857,69.0476190476,57.1428571429,73.8095238095,71.6666666667,73.3333333333,65,60.7142857143,56.6666666667,47.619047619
7.3.2.8.2,Addetti a macchinari industriali per la produzione di birra,75,71.875,75,71.875,57.8125,54.6875,48.4375,75,45.3125,65.625,51.5625,67.1875,62.5,62.5,76.5625,75,79.1666666667,66.6666666667,70.3125,58.3333333333,65.625
7.3.2.8.3,"Addetti a macchinari industriali per la produzione di liquori, di distillati e di bevande alcoliche",71.25,63.75,73.75,62.5,56.25,42.5,62.5,71.25,40,60,56.25,70,72.5,70,78.75,80.7692307692,78.8461538462,71.1538461538,55,46.1538461538,57.5
7.3.2.8.4,Addetti a macchinari industriali per la produzione di bevande analcoliche e gassate,63.75,63.75,67.5,58.75,48.75,58.75,63.75,75,60,73.75,45,53.75,68.75,60,66.25,80.2631578947,76.3157894737,71.0526315789,47.5,46.0526315789,41.25
7.3.2.9.0,Conduttori di macchinari per la produzione di pasticceria e prodotti da forno,71.25,67.5,82.5,42.5,50,55,63.75,71.25,57.5,68.75,63.75,61.25,71.25,60,70,72.7272727273,70.4545454545,61.3636363636,58.75,59.0909090909,55
7.4.1.1.0,Conduttori di convogli ferroviari,88.75,67.5,82.5,86.25,43.75,60,72.5,72.5,58.75,48.75,36.25,62.5,77.5,78.75,71.25,60,68.75,80,31.25,42.5,56.25
7.4.1.2.0,"Operatori di verifica, circolazione e formazione treni",70.2380952381,55.9523809524,76.1904761905,65.4761904762,53.5714285714,54.7619047619,80.9523809524,69.0476190476,48.8095238095,54.7619047619,48.8095238095,63.0952380952,71.4285714286,67.8571428571,70.2380952381,71.4285714286,66.6666666667,73.8095238095,44.0476190476,40.4761904762,52.380952381
7.4.1.3.0,Manovratori di impianti a fune,72.5,63.75,76.25,60,56.25,46.25,71.25,76.25,58.75,56.25,67.5,66.25,70,73.75,71.25,62.5,67.5,68.75,46.25,48.75,51.25
7.4.2.1.0,"Autisti di taxi, conduttori di automobili, furgoni e altri veicoli",75,67.1052631579,81.5789473684,82.8947368421,40.7894736842,47.3684210526,51.3157894737,59.2105263158,30.2631578947,51.3157894737,38.1578947368,52.6315789474,55.2631578947,68.4210526316,73.6842105263,79.1666666667,54.1666666667,50,69.7368421053,54.1666666667,69.7368421053
7.4.2.2.0,"Conduttori di autobus, di tram e di filobus",76.1904761905,60.7142857143,77.380952381,89.2857142857,25,42.8571428571,60.7142857143,65.4761904762,50,58.3333333333,17.8571428571,63.0952380952,70.2380952381,69.0476190476,72.619047619,66.25,67.5,63.75,36.9047619048,25,30.9523809524
7.4.2.3.0,Conduttori di mezzi pesanti e camion,80,66.6666666667,77.5,69.1666666667,47.5,50,53.3333333333,63.3333333333,35.8333333333,58.3333333333,44.1666666667,63.3333333333,69.1666666667,61.6666666667,80.8333333333,80,72.5,70,48.3333333333,48.75,59.1666666667
7.4.2.4.0,Conduttori di veicoli a trazione animale,70.3125,71.875,23.4375,81.25,12.5,14.0625,9.375,46.875,10.9375,21.875,9.375,29.6875,73.4375,73.4375,79.6875,,,,60.9375,,67.1875
7.4.3.1.0,Conduttori di trattori agricoli,73.6842105263,67.1052631579,77.6315789474,75,65.7894736842,44.7368421053,53.9473684211,63.1578947368,26.3157894737,48.6842105263,35.5263157895,52.6315789474,68.4210526316,64.4736842105,77.6315789474,82.1428571429,78.5714285714,67.8571428571,61.8421052632,64.2857142857,64.4736842105
7.4.3.2.1,"Conduttori di macchine raccoglitrici, trinciatrici e pressatrici agricole",75,71.875,68.75,71.875,67.1875,51.5625,59.375,65.625,31.25,64.0625,59.375,64.0625,70.3125,57.8125,75,78.125,78.125,75,60.9375,50,54.6875
7.4.3.2.2,Conduttori di mietitrebbiatrici,80.9523809524,75,72.619047619,76.1904761905,60.7142857143,53.5714285714,60.7142857143,77.380952381,44.0476190476,63.0952380952,54.7619047619,60.7142857143,70.2380952381,67.8571428571,75,75,75,75,61.9047619048,65.625,55.9523809524
7.4.3.2.3,"Conduttori di macchine per la raccolta di prodotti agricoli (barbabietole, patate, frutta, uva e ortive)",78.8461538462,73.0769230769,82.6923076923,67.3076923077,63.4615384615,36.5384615385,55.7692307692,73.0769230769,46.1538461538,57.6923076923,61.5384615385,59.6153846154,75,65.3846153846,75,80,85,85,69.2307692308,40,67.3076923077
7.4.3.3.0,Conduttori di macchine forestali,84.0909090909,61.3636363636,75,45.4545454545,63.6363636364,38.6363636364,61.3636363636,75,52.2727272727,52.2727272727,61.3636363636,52.2727272727,72.7272727273,72.7272727273,77.2727272727,65,70,75,52.2727272727,55,56.8181818182
7.4.4.1.0,Conduttori di macchinari per il movimento terra,76.724137931,75,79.3103448276,66.3793103448,62.9310344828,50,49.1379310345,62.0689655172,38.7931034483,59.4827586207,63.7931034483,62.9310344828,68.1034482759,65.5172413793,69.8275862069,67.1875,67.1875,67.1875,62.0689655172,50,58.6206896552
7.4.4.2.1,Conduttori di macchinari mobili per la perforazione in edilizia,75,72.5,77.5,58.75,58.75,56.25,67.5,71.25,40,61.25,45,66.25,75,66.25,78.75,76.4705882353,77.9411764706,73.5294117647,46.25,42.6470588235,47.5
7.4.4.2.2,Conduttori di macchinari mobili per la perforazione di gallerie,60.7142857143,50,78.5714285714,39.2857142857,50,39.2857142857,39.2857142857,60.7142857143,50,50,53.5714285714,57.1428571429,75,75,75,64.2857142857,64.2857142857,71.4285714286,53.5714285714,50,42.8571428571
7.4.4.3.0,Conduttori di gru e di apparecchi di sollevamento,85.7142857143,73.8095238095,78.5714285714,66.6666666667,50,57.1428571429,52.380952381,73.8095238095,41.6666666667,65.4761904762,42.8571428571,67.8571428571,73.8095238095,67.8571428571,71.4285714286,78.75,77.5,70,46.4285714286,52.5,48.8095238095
7.4.4.4.0,Conduttori di carrelli elevatori,66.6666666667,65.4761904762,71.4285714286,61.9047619048,48.8095238095,51.1904761905,60.7142857143,67.8571428571,53.5714285714,55.9523809524,50,70.2380952381,73.8095238095,60.7142857143,73.8095238095,71.25,70,70,50,43.75,33.3333333333
7.4.5.1.0,Marinai di coperta,73.5294117647,61.7647058824,73.5294117647,64.7058823529,55.8823529412,42.6470588235,55.8823529412,64.7058823529,58.8235294118,52.9411764706,38.2352941176,63.2352941176,73.5294117647,60.2941176471,70.5882352941,58.8235294118,69.1176470588,64.7058823529,38.2352941176,36.7647058824,36.7647058824
7.4.5.2.0,Conduttori di caldaie ed altre attrezzature navali,81.25,75,68.75,68.75,50,37.5,81.25,56.25,62.5,56.25,56.25,75,75,56.25,68.75,75,75,56.25,62.5,43.75,50
7.4.5.3.0,Conduttori di barche e battelli a motore,75,73.75,82.5,75,41.25,42.5,41.25,68.75,50,58.75,57.5,71.25,76.25,68.75,81.25,77.0833333333,68.75,60.4166666667,65,52.0833333333,66.25
8.1.1.1.0,Venditori ambulanti di beni,60.7142857143,55.9523809524,76.1904761905,72.619047619,47.619047619,41.6666666667,39.2857142857,57.1428571429,34.5238095238,47.619047619,42.8571428571,53.5714285714,59.5238095238,55.9523809524,69.0476190476,50,50,37.5,61.9047619048,25,83.3333333333
8.1.1.2.0,Venditori ambulanti di servizi,68.75,52.5,52.5,78.75,46.25,25,27.5,48.75,28.75,36.25,35,42.5,41.25,58.75,61.25,,,,60,,81.25
8.1.2.1.0,Uscieri e professioni assimilate,59.2105263158,44.7368421053,72.3684210526,67.1052631579,46.0526315789,40.7894736842,71.0526315789,69.7368421053,34.2105263158,50,35.5263157895,59.2105263158,76.3157894737,84.2105263158,77.6315789474,63.1578947368,60.5263157895,55.2631578947,38.1578947368,51.3157894737,40.7894736842
8.1.2.2.0,"Lettori di contatori, collettori di monete e professioni assimilate",63.75,67.5,81.25,70,52.5,50,60,70,65,52.5,45,65,75,60,70,72.9166666667,77.0833333333,70.8333333333,56.25,56.25,56.25
