up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
5.4.2.2.3,Ricevitori,82.1428571429,2.380952381,89.2857142857,69.0476190476,60.7142857143,97.619047619,55.9523809524,89.2857142857,39.2857142857,33.3333333333,22.619047619,61.9047619048,67.8571428571,16.6666666667,97.619047619,0,0,1.1904761905,0,3.5714285714,66.6666666667,38.0952380952,3.5714285714,1.1904761905,1.1904761905,2.380952381,1.1904761905,0,0,2.380952381,1.1904761905,0,2.380952381,44.0476190476,4.7619047619,29.7619047619,4.7619047619,3.5714285714,65.4761904762,66.6666666667,8.3333333333,57.1428571429,0,0,46.4285714286,58.3333333333,61.9047619048,50,66.6666666667,84.5238095238,53.5714285714,57.1428571429,42.8571428571,75,41.6666666667,4.7619047619,4.1904761905
5.4.2.3.0,"Astrologi, preveggenti, chiromanti e professioni assimilate",59.0909090909,20.4545454545,88.6363636364,47.7272727273,61.3636363636,81.8181818182,36.3636363636,79.5454545455,20.4545454545,18.1818181818,20.4545454545,36.3636363636,50,13.6363636364,93.1818181818,11.3636363636,2.2727272727,2.2727272727,0,0,52.2727272727,22.7272727273,2.2727272727,2.2727272727,0,0,0,0,2.2727272727,0,0,0,4.5454545455,88.6363636364,0,6.8181818182,0,0,13.6363636364,22.7272727273,6.8181818182,18.1818181818,0,0,27.2727272727,54.5454545455,50,70.4545454545,6.8181818182,79.5454545455,22.7272727273,81.8181818182,45.4545454545,47.7272727273,6.8181818182,22.7272727273,2.4545454545
5.4.3.1.0,Acconciatori,90,5,92.5,45,68.75,88.75,56.25,76.25,55,46.25,53.75,37.5,51.25,3.75,91.25,1.25,0,1.25,0,0,71.25,46.25,1.25,0,17.5,0,1.25,0,20,1.25,21.25,2.5,60,11.25,1.25,37.5,12.5,11.25,85,80,26.25,50,31.25,2.5,37.5,52.5,63.75,85,27.5,77.5,58.75,77.5,70,57.5,30,5,3.3
5.4.3.2.0,Estetisti e truccatori,88.0952380952,14.2857142857,97.619047619,57.1428571429,69.0476190476,88.0952380952,36.9047619048,80.9523809524,40.4761904762,30.9523809524,34.5238095238,23.8095238095,26.1904761905,0,92.8571428571,16.6666666667,0,2.380952381,0,0,54.7619047619,2.380952381,1.1904761905,1.1904761905,2.380952381,2.380952381,0,0,25,1.1904761905,16.6666666667,3.5714285714,52.380952381,35.7142857143,1.1904761905,25,11.9047619048,5.9523809524,69.0476190476,60.7142857143,23.8095238095,38.0952380952,30.9523809524,3.5714285714,39.2857142857,48.8095238095,52.380952381,92.8571428571,21.4285714286,84.5238095238,33.3333333333,85.7142857143,60.7142857143,64.2857142857,33.3333333333,7.1428571429,3.4285714286
5.4.3.3.0,Massaggiatori ed operatori termali,77.2727272727,0,43.1818181818,20.4545454545,35.2272727273,95.4545454545,72.7272727273,86.3636363636,40.9090909091,25,21.5909090909,29.5454545455,37.5,3.4090909091,72.7272727273,21.5909090909,1.1363636364,0,0,0,92.0454545455,30.6818181818,27.2727272727,2.2727272727,0,2.2727272727,0,0,11.3636363636,0,1.1363636364,0,4.5454545455,6.8181818182,3.4090909091,55.6818181818,17.0454545455,21.5909090909,92.0454545455,86.3636363636,46.5909090909,67.0454545455,23.8636363636,0,43.1818181818,44.3181818182,37.5,39.7727272727,17.0454545455,79.5454545455,56.8181818182,40.9090909091,35.2272727273,61.3636363636,23.8636363636,47.7272727273,2.8636363636
5.4.4.1.0,Personale di compagnia e personale qualificato di servizio alle famiglie,88.0952380952,0,51.1904761905,0,22.619047619,64.2857142857,7.1428571429,22.619047619,5.9523809524,10.7142857143,3.5714285714,42.8571428571,34.5238095238,4.7619047619,95.2380952381,11.9047619048,10.7142857143,0,0,0,58.3333333333,1.1904761905,4.7619047619,0,0,4.7619047619,0,0,2.380952381,0,0,0,13.0952380952,23.8095238095,13.0952380952,45.2380952381,17.8571428571,8.3333333333,65.4761904762,58.3333333333,23.8095238095,48.8095238095,1.1904761905,1.1904761905,34.5238095238,25,15.4761904762,28.5714285714,25,78.5714285714,46.4285714286,35.7142857143,17.8571428571,58.3333333333,0,2.380952381,4
5.4.4.2.0,Addetti alla sorveglianza di bambini e professioni assimilate,85.2272727273,37.5,84.0909090909,73.8636363636,69.3181818182,80.6818181818,68.1818181818,75,48.8636363636,35.2272727273,31.8181818182,36.3636363636,39.7727272727,4.5454545455,92.0454545455,1.1363636364,12.5,2.2727272727,1.1363636364,3.4090909091,90.9090909091,75,2.2727272727,1.1363636364,0,0,0,0,36.3636363636,0,0,0,6.8181818182,26.1363636364,3.4090909091,67.0454545455,45.4545454545,13.6363636364,75,56.8181818182,43.1818181818,46.5909090909,0,0,64.7727272727,54.5454545455,64.7727272727,67.0454545455,7.9545454545,72.7272727273,35.2272727273,69.3181818182,50,54.5454545455,1.1363636364,25,3.8181818182
5.4.4.3.0,Addetti all'assistenza personale,71.5909090909,3.4090909091,63.6363636364,19.3181818182,54.5454545455,92.0454545455,46.5909090909,26.1363636364,26.1363636364,12.5,3.4090909091,43.1818181818,38.6363636364,19.3181818182,93.1818181818,11.3636363636,21.5909090909,4.5454545455,0,0,68.1818181818,10.2272727273,4.5454545455,0,0,1.1363636364,0,1.1363636364,23.8636363636,0,1.1363636364,0,13.6363636364,31.8181818182,4.5454545455,47.7272727273,19.3181818182,9.0909090909,62.5,36.3636363636,30.6818181818,32.9545454545,32.9545454545,1.1363636364,54.5454545455,32.9545454545,27.2727272727,29.5454545455,2.2727272727,68.1818181818,29.5454545455,40.9090909091,36.3636363636,61.3636363636,10.2272727273,2.2727272727,3.4090909091
5.4.5.1.0,Addestratori di animali,73.8095238095,47.619047619,84.5238095238,73.8095238095,58.3333333333,80.9523809524,52.380952381,58.3333333333,51.1904761905,32.1428571429,30.9523809524,33.3333333333,33.3333333333,10.7142857143,23.8095238095,38.0952380952,92.8571428571,40.4761904762,1.1904761905,14.2857142857,34.5238095238,48.8095238095,75,4.7619047619,0,0,0,0,3.5714285714,1.1904761905,1.1904761905,0,53.5714285714,13.0952380952,3.5714285714,84.5238095238,38.0952380952,27.380952381,79.7619047619,41.6666666667,32.1428571429,38.0952380952,25,2.380952381,53.5714285714,60.7142857143,70.2380952381,79.7619047619,7.1428571429,72.619047619,52.380952381,89.2857142857,50,45.2380952381,1.1904761905,38.0952380952,2.6666666667
5.4.5.2.0,Custodi e allevatori di animali domestici e da esposizione,78.4090909091,30.6818181818,89.7727272727,77.2727272727,81.8181818182,78.4090909091,73.8636363636,78.4090909091,59.0909090909,52.2727272727,50,36.3636363636,38.6363636364,6.8181818182,52.2727272727,29.5454545455,95.4545454545,51.1363636364,27.2727272727,29.5454545455,36.3636363636,47.7272727273,73.8636363636,27.2727272727,5.6818181818,21.5909090909,5.6818181818,2.2727272727,22.7272727273,7.9545454545,1.1363636364,5.6818181818,48.8636363636,22.7272727273,9.0909090909,79.5454545455,25,10.2272727273,76.1363636364,45.4545454545,27.2727272727,27.2727272727,60.2272727273,5.6818181818,57.9545454545,78.4090909091,68.1818181818,75,7.9545454545,73.8636363636,28.4090909091,86.3636363636,52.2727272727,72.7272727273,15.9090909091,11.3636363636,4.1363636364
5.4.6.1.0,Esercenti di agenzie per il disbrigo di pratiche ed assimilate,92.8571428571,14.2857142857,97.619047619,90.4761904762,85.7142857143,92.8571428571,54.7619047619,73.8095238095,45.2380952381,20.2380952381,23.8095238095,36.9047619048,44.0476190476,7.1428571429,98.8095238095,22.619047619,23.8095238095,16.6666666667,1.1904761905,30.9523809524,46.4285714286,2.380952381,4.7619047619,3.5714285714,2.380952381,0,0,0,0,0,0,0,1.1904761905,70.2380952381,0,28.5714285714,4.7619047619,3.5714285714,39.2857142857,44.0476190476,4.7619047619,52.380952381,1.1904761905,0,42.8571428571,64.2857142857,57.1428571429,76.1904761905,60.7142857143,85.7142857143,38.0952380952,77.380952381,69.0476190476,85.7142857143,13.0952380952,0,3.8571428571
5.4.6.2.0,Addetti di agenzie per il disbrigo di pratiche e professioni assimilate,76.25,18.75,95,97.5,85,80,60,77.5,41.25,22.5,28.75,38.75,40,2.5,95,1.25,2.5,1.25,0,17.5,51.25,16.25,2.5,2.5,2.5,0,0,0,0,0,0,0,1.25,76.25,1.25,22.5,3.75,1.25,30,40,12.5,46.25,0,0,33.75,45,43.75,66.25,55,85,40,63.75,58.75,83.75,15,2.5,3.4
5.4.7.1.0,Esercenti di agenzie di pompe funebri,68.4782608696,14.1304347826,95.652173913,82.6086956522,78.2608695652,81.5217391304,60.8695652174,86.9565217391,70.652173913,48.9130434783,59.7826086957,31.5217391304,31.5217391304,6.5217391304,82.6086956522,31.5217391304,46.7391304348,7.6086956522,0,43.4782608696,54.347826087,2.1739130435,29.347826087,2.1739130435,3.2608695652,0,0,0,16.3043478261,2.1739130435,0,0,3.2608695652,54.347826087,5.4347826087,33.6956521739,4.347826087,2.1739130435,42.3913043478,10.8695652174,3.2608695652,6.5217391304,13.0434782609,0,52.1739130435,60.8695652174,60.8695652174,93.4782608696,6.5217391304,88.0434782609,19.5652173913,82.6086956522,68.4782608696,93.4782608696,3.2608695652,21.7391304348,4.0869565217
5.4.7.2.0,Addetti alle agenzie di pompe funebri,60.7142857143,2.380952381,78.5714285714,61.9047619048,73.8095238095,83.3333333333,66.6666666667,71.4285714286,57.1428571429,19.0476190476,29.7619047619,17.8571428571,32.1428571429,1.1904761905,77.380952381,36.9047619048,51.1904761905,22.619047619,1.1904761905,38.0952380952,55.9523809524,2.380952381,14.2857142857,3.5714285714,11.9047619048,15.4761904762,1.1904761905,0,5.9523809524,2.380952381,0,0,2.380952381,35.7142857143,4.7619047619,41.6666666667,13.0952380952,22.619047619,57.1428571429,36.9047619048,16.6666666667,19.0476190476,22.619047619,4.7619047619,44.0476190476,57.1428571429,50,48.8095238095,5.9523809524,83.3333333333,17.8571428571,50,47.619047619,84.5238095238,5.9523809524,11.9047619048,3.5714285714
5.4.8.1.0,Personale di guardiania territoriale,71.875,23.4375,75,75,79.6875,67.1875,78.125,59.375,39.0625,21.875,31.25,37.5,51.5625,17.1875,73.4375,14.0625,96.875,29.6875,3.125,60.9375,75,32.8125,73.4375,15.625,7.8125,4.6875,0,0,0,0,6.25,9.375,15.625,48.4375,1.5625,42.1875,12.5,9.375,43.75,20.3125,9.375,10.9375,26.5625,4.6875,56.25,59.375,50,53.125,12.5,75,10.9375,57.8125,20.3125,54.6875,9.375,9.375,3
5.4.8.2.0,Vigili urbani,90,17.5,87.5,63.75,97.5,87.5,82.5,93.75,45,48.75,15,75,80,43.75,41.25,45,91.25,15,2.5,71.25,83.75,70,77.5,47.5,70,3.75,1.25,3.75,51.25,2.5,3.75,22.5,33.75,43.75,5,57.5,18.75,31.25,63.75,53.75,15,48.75,45,2.5,65,57.5,53.75,55,23.75,83.75,57.5,60,36.25,85,15,2.5,3.1
5.4.8.3.1,Agenti della Polizia di Stato,83.5526315789,17.1052631579,98.6842105263,85.5263157895,94.0789473684,100,93.4210526316,93.4210526316,50.6578947368,67.7631578947,60.5263157895,69.7368421053,81.5789473684,63.8157894737,62.5,75,96.7105263158,17.1052631579,0,91.4473684211,77.6315789474,36.1842105263,69.7368421053,31.5789473684,38.8157894737,3.2894736842,0.6578947368,0,40.1315789474,9.8684210526,13.8157894737,1.9736842105,34.2105263158,49.3421052632,17.1052631579,54.6052631579,25,30.2631578947,57.8947368421,57.8947368421,34.2105263158,46.7105263158,38.1578947368,1.9736842105,71.7105263158,78.2894736842,90.7894736842,61.1842105263,15.1315789474,80.2631578947,34.2105263158,63.8157894737,50.6578947368,96.7105263158,20.3947368421,0,3.2894736842
5.4.8.3.2,Agenti della Guardia di Finanza,83.3333333333,10,90,93.3333333333,93.3333333333,88.3333333333,81.6666666667,66.6666666667,68.3333333333,50,46.6666666667,36.6666666667,41.6666666667,16.6666666667,95,35,33.3333333333,13.3333333333,1.6666666667,30,58.3333333333,23.3333333333,21.6666666667,18.3333333333,1.6666666667,11.6666666667,0,0,3.3333333333,1.6666666667,1.6666666667,0,0,68.3333333333,3.3333333333,30,1.6666666667,16.6666666667,40,46.6666666667,8.3333333333,36.6666666667,11.6666666667,0,58.3333333333,66.6666666667,66.6666666667,46.6666666667,31.6666666667,85,40,55,43.3333333333,76.6666666667,5,3.3333333333,3.4
5.4.8.3.3,Agenti del corpo forestale,91.25,22.5,96.25,92.5,91.25,91.25,83.75,68.75,51.25,35,35,47.5,47.5,22.5,86.25,42.5,60,37.5,8.75,51.25,53.75,7.5,51.25,32.5,27.5,12.5,2.5,7.5,26.25,10,15,11.25,36.25,56.25,10,48.75,18.75,18.75,45,35,20,21.25,45,17.5,60,60,58.75,52.5,21.25,75,40,52.5,31.25,62.5,17.5,7.5,3.2
5.4.8.4.1,Vigili del fuoco,84.2105263158,20.3947368421,96.7105263158,92.7631578947,79.6052631579,90.1315789474,97.3684210526,86.1842105263,75.6578947368,64.4736842105,57.8947368421,59.8684210526,59.2105263158,21.7105263158,75,66.4473684211,86.8421052632,47.3684210526,26.9736842105,78.2894736842,72.3684210526,65.1315789474,65.1315789474,51.3157894737,52.6315789474,49.3421052632,30.2631578947,22.3684210526,31.5789473684,61.1842105263,66.4473684211,63.8157894737,61.8421052632,40.7894736842,45.3947368421,51.9736842105,37.5,36.8421052632,60.5263157895,70.3947368421,34.8684210526,26.3157894737,78.2894736842,50.6578947368,78.9473684211,76.9736842105,83.5526315789,43.4210526316,22.3684210526,79.6052631579,40.7894736842,44.7368421053,30.9210526316,87.5,41.4473684211,6.5789473684,3.2105263158
5.4.8.4.2,Personale delle squadre antincendio,80.3571428571,16.0714285714,87.5,71.4285714286,85.7142857143,82.1428571429,96.4285714286,92.8571428571,66.0714285714,53.5714285714,41.0714285714,60.7142857143,58.9285714286,23.2142857143,82.1428571429,66.0714285714,89.2857142857,48.2142857143,26.7857142857,85.7142857143,87.5,60.7142857143,71.4285714286,53.5714285714,58.9285714286,58.9285714286,46.4285714286,35.7142857143,37.5,73.2142857143,85.7142857143,82.1428571429,83.9285714286,26.7857142857,50,60.7142857143,44.6428571429,44.6428571429,76.7857142857,76.7857142857,44.6428571429,33.9285714286,96.4285714286,83.9285714286,78.5714285714,71.4285714286,69.6428571429,42.8571428571,21.4285714286,96.4285714286,50,50,23.2142857143,87.5,37.5,0,3.3571428571
5.4.8.5.0,Agenti di istituti di pena e rieducazione,85.7142857143,22.619047619,96.4285714286,53.5714285714,95.2380952381,88.0952380952,82.1428571429,59.5238095238,63.0952380952,50,48.8095238095,67.8571428571,89.2857142857,73.8095238095,70.2380952381,61.9047619048,58.3333333333,29.7619047619,1.1904761905,30.9523809524,71.4285714286,72.619047619,29.7619047619,34.5238095238,14.2857142857,5.9523809524,0,1.1904761905,55.9523809524,3.5714285714,3.5714285714,2.380952381,29.7619047619,40.4761904762,0,50,4.7619047619,2.380952381,66.6666666667,51.1904761905,25,34.5238095238,17.8571428571,3.5714285714,76.1904761905,52.380952381,70.2380952381,29.7619047619,32.1428571429,76.1904761905,58.3333333333,40.4761904762,46.4285714286,83.3333333333,16.6666666667,0,3.4761904762
5.4.8.6.0,Guardie private di sicurezza,72.5,3.75,96.25,56.25,85,85,81.25,73.75,45,35,31.25,56.25,61.25,28.75,65,32.5,65,25,3.75,70,37.5,45,43.75,35,12.5,18.75,1.25,1.25,3.75,0,15,18.75,11.25,55,1.25,36.25,6.25,25,53.75,48.75,12.5,51.25,61.25,18.75,71.25,67.5,48.75,27.5,33.75,87.5,46.25,33.75,46.25,51.25,22.5,7.5,3.5
5.4.8.7.0,Bagnini e professioni assimilate,85.7142857143,11.9047619048,16.6666666667,2.380952381,10.7142857143,96.4285714286,65.4761904762,79.7619047619,47.619047619,41.6666666667,32.1428571429,53.5714285714,71.4285714286,17.8571428571,0,1.1904761905,100,29.7619047619,3.5714285714,0,39.2857142857,1.1904761905,98.8095238095,58.3333333333,0,0,0,0,3.5714285714,0,0,0,34.5238095238,45.2380952381,11.9047619048,60.7142857143,14.2857142857,29.7619047619,69.0476190476,33.3333333333,26.1904761905,36.9047619048,10.7142857143,1.1904761905,77.380952381,75,57.1428571429,66.6666666667,3.5714285714,57.1428571429,46.4285714286,51.1904761905,32.1428571429,25,2.380952381,97.619047619,3.7142857143
5.4.8.8.0,Esercenti di garage ed autorimesse,53.5714285714,1.1904761905,64.2857142857,26.1904761905,53.5714285714,83.3333333333,35.7142857143,80.9523809524,41.6666666667,54.7619047619,53.5714285714,36.9047619048,36.9047619048,5.9523809524,42.8571428571,69.0476190476,27.380952381,2.380952381,0,64.2857142857,28.5714285714,32.1428571429,20.2380952381,4.7619047619,53.5714285714,0,0,0,0,1.1904761905,1.1904761905,2.380952381,3.5714285714,46.4285714286,2.380952381,55.9523809524,3.5714285714,4.7619047619,51.1904761905,36.9047619048,11.9047619048,33.3333333333,2.380952381,0,48.8095238095,66.6666666667,59.5238095238,94.0476190476,15.4761904762,72.619047619,15.4761904762,82.1428571429,42.8571428571,51.1904761905,10.7142857143,7.1428571429,5.1904761905
6.1.1.1.0,Brillatori e artificieri in cave e miniere,67.5,0,50,0,22.5,51.25,53.75,2.5,26.25,53.75,25,23.75,13.75,2.5,13.75,22.5,92.5,30,26.25,50,27.5,91.25,72.5,46.25,47.5,20,35,0,2.5,31.25,83.75,33.75,41.25,31.25,15,52.5,43.75,18.75,68.75,70,42.5,48.75,91.25,3.75,91.25,48.75,30,42.5,22.5,88.75,53.75,36.25,20,41.25,45,22.5,3.25
6.1.1.2.0,"Tagliatori e levigatori di pietre, scalpellini e marmisti",66.25,2.5,60,51.25,53.75,55,60,50,46.25,60,55,36.25,37.5,7.5,2.5,65,45,50,32.5,16.25,46.25,72.5,63.75,27.5,22.5,23.75,21.25,1.25,0,3.75,18.75,61.25,50,8.75,6.25,45,21.25,12.5,85,72.5,21.25,46.25,85,26.25,58.75,67.5,75,66.25,36.25,83.75,56.25,71.25,53.75,65,61.25,10,3.35
6.1.1.3.0,Coltivatori di saline,68.0555555556,0,88.8888888889,0,40.2777777778,65.2777777778,84.7222222222,1.3888888889,44.4444444444,23.6111111111,45.8333333333,45.8333333333,30.5555555556,1.3888888889,15.2777777778,22.2222222222,98.6111111111,34.7222222222,13.8888888889,26.3888888889,44.4444444444,38.8888888889,98.6111111111,56.9444444444,4.1666666667,6.9444444444,31.9444444444,0,0,18.0555555556,25,22.2222222222,18.0555555556,23.6111111111,12.5,56.9444444444,31.9444444444,26.3888888889,72.2222222222,66.6666666667,23.6111111111,48.6111111111,90.2777777778,0,65.2777777778,37.5,27.7777777778,43.0555555556,41.6666666667,79.1666666667,47.2222222222,51.3888888889,51.3888888889,52.7777777778,41.6666666667,13.8888888889,3
6.1.2.1.0,Muratori in pietra e mattoni,73,0,55,11,30,63,77,21,33,36,45,26,26,7,5,70,87,62,14,14,61,73,59,17,26,40,51,0,0,73,19,59,65,5,61,47,60,50,89,85,61,64,91,34,58,49,40,37,16,75,47,43,45,49,25,30,3.24
6.1.2.2.1,Casseronisti/Cassonisti,82.8947368421,0,34.2105263158,13.1578947368,35.5263157895,68.4210526316,60.5263157895,19.7368421053,35.5263157895,42.1052631579,31.5789473684,21.0526315789,11.8421052632,2.6315789474,23.6842105263,52.6315789474,93.4210526316,57.8947368421,36.8421052632,17.1052631579,61.8421052632,77.6315789474,75,23.6842105263,2.6315789474,21.0526315789,28.9473684211,0,0,75,25,60.5263157895,64.4736842105,11.8421052632,51.3157894737,53.9473684211,43.4210526316,40.7894736842,77.6315789474,78.9473684211,46.0526315789,47.3684210526,88.1578947368,39.4736842105,57.8947368421,48.6842105263,42.1052631579,46.0526315789,19.7368421053,68.4210526316,34.2105263158,48.6842105263,34.2105263158,40.7894736842,36.8421052632,23.6842105263,3.3684210526
6.1.2.2.2,Muratori e formatori in calcestruzzo,71.25,3.75,31.25,1.25,31.25,50,68.75,15,35,35,33.75,21.25,22.5,2.5,22.5,63.75,82.5,55,18.75,17.5,61.25,76.25,62.5,15,17.5,43.75,46.25,1.25,0,75,25,53.75,66.25,10,50,52.5,51.25,52.5,85,78.75,52.5,52.5,91.25,25,58.75,45,42.5,28.75,17.5,68.75,36.25,37.5,40,63.75,27.5,25,3.2
6.1.2.3.0,Carpentieri e falegnami edili,65.4761904762,0,52.380952381,4.7619047619,41.6666666667,73.8095238095,79.7619047619,17.8571428571,45.2380952381,45.2380952381,48.8095238095,35.7142857143,22.619047619,4.7619047619,4.7619047619,72.619047619,94.0476190476,60.7142857143,28.5714285714,27.380952381,52.380952381,76.1904761905,76.1904761905,30.9523809524,22.619047619,30.9523809524,41.6666666667,0,2.380952381,76.1904761905,22.619047619,76.1904761905,64.2857142857,3.5714285714,47.619047619,47.619047619,50,47.619047619,89.2857142857,88.0952380952,54.7619047619,55.9523809524,91.6666666667,17.8571428571,66.6666666667,58.3333333333,48.8095238095,42.8571428571,21.4285714286,80.9523809524,45.2380952381,44.0476190476,51.1904761905,63.0952380952,33.3333333333,30.9523809524,3.4285714286
6.1.2.4.0,Ponteggiatori,53.5714285714,1.1904761905,50,0,23.8095238095,58.3333333333,79.7619047619,4.7619047619,30.9523809524,60.7142857143,35.7142857143,34.5238095238,28.5714285714,2.380952381,4.7619047619,47.619047619,92.8571428571,47.619047619,3.5714285714,14.2857142857,53.5714285714,66.6666666667,69.0476190476,27.380952381,14.2857142857,28.5714285714,23.8095238095,0,0,80.9523809524,13.0952380952,42.8571428571,52.380952381,5.9523809524,75,46.4285714286,53.5714285714,65.4761904762,94.0476190476,90.4761904762,61.9047619048,48.8095238095,96.4285714286,42.8571428571,78.5714285714,55.9523809524,42.8571428571,34.5238095238,17.8571428571,84.5238095238,44.0476190476,39.2857142857,30.9523809524,57.1428571429,19.0476190476,23.8095238095,3.1428571429
6.1.2.5.1,Armatori di gallerie e pozzi,78.125,0,53.125,25,43.75,84.375,75,12.5,46.875,59.375,50,31.25,34.375,3.125,50,37.5,90.625,34.375,31.25,12.5,81.25,90.625,75,59.375,75,31.25,40.625,0,3.125,56.25,40.625,62.5,40.625,21.875,31.25,50,43.75,21.875,75,65.625,34.375,50,96.875,50,75,56.25,53.125,25,12.5,90.625,37.5,56.25,65.625,81.25,68.75,12.5,3.875
6.1.2.5.2,Armatori di ferrovie,95.8333333333,0,72.9166666667,35.4166666667,60.4166666667,79.1666666667,89.5833333333,10.4166666667,50,58.3333333333,43.75,41.6666666667,27.0833333333,8.3333333333,4.1666666667,37.5,100,10.4166666667,39.5833333333,47.9166666667,85.4166666667,87.5,100,75,66.6666666667,54.1666666667,62.5,0,0,20.8333333333,66.6666666667,68.75,70.8333333333,14.5833333333,14.5833333333,58.3333333333,41.6666666667,25,81.25,89.5833333333,41.6666666667,60.4166666667,100,14.5833333333,77.0833333333,64.5833333333,66.6666666667,33.3333333333,45.8333333333,85.4166666667,64.5833333333,29.1666666667,12.5,91.6666666667,70.8333333333,0,3.1666666667
