up_new,Descrizione,C1a,C1B,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,C6a,C6b,C7a,C7b,C8a,C8b,C9a,C9b,C10a,C10b,C11a,C11b,C12a,C12b,C13a,C13b,C14a,C14b,C15a,C15b,C16a,C16b,C17a,C17b,C18a,C18b,C19a,C19b,C20a,C20b,C21a,C21b,C22a,C22b,C23a,C23b,C24a,C24b,C25a,C25b,C26a,C26b,C27a,C27b,C28a,C28b,C29a,C29b,C30a,C30b,C31a,C31b,C32a,C32b,C33a,C33b,C34a,C34b,C35a,C35b
7.2.6.2.0,Addetti a telai meccanici e a macchinari per la tessitura e la maglieria,52.5,52.8571428571,58.75,59.2857142857,47.5,47.1428571429,60,56.4285714286,32.5,38.5714285714,16.25,19.2857142857,46.25,47.1428571429,42.5,47.1428571429,35,38.5714285714,58.75,55.7142857143,38.75,43.5714285714,56.25,53.5714285714,23.75,27.1428571429,41.25,41.4285714286,55,54.2857142857,46.25,45.7142857143,51.25,50.7142857143,41.25,43.5714285714,21.25,20.7142857143,53.75,52.8571428571,31.25,33.5714285714,5,6.4285285714,55,50,57.5,59.2857142857,50,51.4285714286,56.25,56.4285714286,57.5,60,42.5,47.8571428571,33.75,36.4285714286,38.75,42.1428571429,37.5,38.5714285714,60,57.1428571429,32.5,31.4285714286,43.75,47.1428571429,43.75,43.5714285714
7.2.6.3.0,Operai addetti a macchinari industriali per confezioni di abbigliamento in stoffa e assimilati,51.3157894737,40.6015037594,63.1578947368,53.3834586466,38.1578947368,33.8345864662,56.5789473684,45.8646616541,28.9473684211,26.3157894737,11.8421052632,8.2706766917,47.3684210526,36.0902255639,51.3157894737,41.3533834586,25,25.5639097744,46.0526315789,37.5939849624,28.9473684211,27.0676691729,57.8947368421,47.3684210526,21.0526315789,23.3082706767,25,25.5639097744,40.7894736842,37.5939849624,44.7368421053,41.3533834586,47.3684210526,36.0902255639,40.7894736842,31.5789473684,11.8421052632,11.2781954887,39.4736842105,36.0902255639,2.6315789474,2.2556390977,1.3157894737,1.5037368421,42.1052631579,33.8345864662,34.2105263158,31.5789473684,38.1578947368,31.5789473684,27.6315789474,20.3007518797,28.9473684211,27.0676691729,10.5263157895,9.7744360902,13.1578947368,10.5263157895,9.2105263158,9.7744360902,11.8421052632,9.7744360902,52.6315789474,42.1052631579,3.9473684211,3.0074962406,28.9473684211,24.8120300752,25,21.8045112782
7.2.6.4.0,"Addetti ai macchinari per il trattamento di pulitura a secco, candeggio e tintura di filati e tessuti industriali",36.9047619048,29.9319727891,45.2380952381,36.0544217687,32.1428571429,26.5306122449,40.4761904762,32.6530612245,29.7619047619,25.1700680272,2.380952381,3.4013605442,20.2380952381,18.3673469388,19.0476190476,18.3673469388,11.9047619048,11.5646258503,60.7142857143,42.1768707483,19.0476190476,18.3673469388,64.2857142857,46.9387755102,13.0952380952,12.925170068,11.9047619048,11.5646258503,21.4285714286,17.6870748299,20.2380952381,17.6870748299,25,20.4081632653,36.9047619048,30.612244898,3.5714285714,4.7618843537,35.7142857143,28.5714285714,4.7619047619,6.8027210884,2.380952381,1.3605442177,54.7619047619,38.0952380952,65.4761904762,50.3401360544,45.2380952381,40.1360544218,27.380952381,25.8503401361,30.9523809524,28.5714285714,15.4761904762,17.6870748299,19.0476190476,19.0476190476,21.4285714286,21.768707483,28.5714285714,26.5306122449,46.4285714286,38.0952380952,10.7142857143,8.843537415,34.5238095238,28.5714285714,16.6666666667,15.6462585034
7.2.6.5.0,Addetti a macchinari per la stampa dei tessuti,43.0555555556,35.7142857143,44.4444444444,39.6825396825,38.8888888889,26.9841269841,41.6666666667,37.3015873016,38.8888888889,36.5079365079,6.9444444444,7.1428333333,23.6111111111,25.3968253968,23.6111111111,23.8095238095,16.6666666667,18.253968254,69.4444444444,53.1746031746,19.4444444444,18.253968254,55.5555555556,41.2698412698,15.2777777778,16.6666666667,18.0555555556,16.6666666667,27.7777777778,26.1904761905,29.1666666667,26.9841269841,34.7222222222,30.1587301587,36.1111111111,28.5714285714,12.5,13.4920634921,20.8333333333,19.0476190476,12.5,11.9047619048,11.1111111111,7.9365079365,62.5,46.8253968254,68.0555555556,50,52.7777777778,41.2698412698,34.7222222222,33.3333333333,36.1111111111,36.5079365079,25,22.2222222222,23.6111111111,23.8095238095,20.8333333333,16.6666666667,31.9444444444,24.6031746032,44.4444444444,37.3015873016,5.5555555556,7.9365079365,37.5,30.1587301587,31.9444444444,28.5714285714
7.2.6.6.1,Addetti a macchinari industriali per la preparazione di pelli e pellicce,36.25,34.2857142857,41.25,46.4285714286,27.5,28.5714285714,53.75,43.5714285714,25,28.5714285714,8.75,9.2857142857,40,36.4285714286,37.5,34.2857142857,22.5,20.7142857143,41.25,37.8571428571,22.5,26.4285714286,58.75,49.2857142857,17.5,22.8571428571,26.25,27.1428571429,43.75,40,23.75,25,33.75,28.5714285714,37.5,36.4285714286,13.75,14.2857142857,37.5,33.5714285714,12.5,13.5714285714,0,0,46.25,40.7142857143,48.75,42.1428571429,52.5,46.4285714286,38.75,35,47.5,42.1428571429,18.75,21.4285714286,28.75,27.1428571429,26.25,27.8571428571,27.5,25.7142857143,51.25,41.4285714286,5,4.9999785714,37.5,34.2857142857,26.25,25.7142857143
7.2.6.6.2,Addetti a macchinari per la produzione in serie di articoli in pelle e pelliccia,42.5,38.5714285714,58.75,52.8571428571,12.5,14.2857142857,50,45.7142857143,11.25,12.8571428571,5,6.4285714286,40,40.7142857143,30,28.5714285714,23.75,23.5714285714,37.5,35.7142857143,25,24.2857142857,62.5,59.2857142857,13.75,15.7142857143,13.75,13.5714285714,40,40.7142857143,36.25,35,31.25,30.7142857143,30,30,3.75,3.5714285714,23.75,25.7142857143,1.25,1.4285714286,1.25,1.4285714286,32.5,27.8571428571,32.5,30.7142857143,31.25,28.5714285714,31.25,30,33.75,34.2857142857,2.5,2.8571428571,10,10.7142857143,6.25,7.1428571429,18.75,17.8571428571,47.5,42.1428571429,13.75,10.7142857143,35,30.7142857143,12.5,13.5714285714
7.2.6.7.0,Addetti a macchinari per la produzione in serie di calzature,32.5,29.2857142857,58.75,47.8571428571,17.5,16.4285714286,55,46.4285714286,26.25,21.4285714286,3.75,6.42855,45,40.7142857143,41.25,32.1428571429,25,23.5714285714,47.5,44.2857142857,36.25,32.8571428571,50,40.7142857143,26.25,27.8571428571,20,21.4285714286,47.5,45,41.25,32.8571428571,41.25,40.7142857143,48.75,45,21.25,22.8571428571,57.5,50.7142857143,20,22.8571428571,3.75,4.2857142857,40,37.8571428571,46.25,45.7142857143,40,39.2857142857,45,44.2857142857,35,33.5714285714,18.75,18.5714285714,27.5,27.1428571429,28.75,32.8571428571,25,27.1428571429,53.75,52.8571428571,11.25,12.1428571429,25,28.5714285714,20,22.8571428571
7.2.6.9.0,Altri operai addetti a macchinari dell'industria tessile e delle confezioni ed assimilati,23.4375,26.7857142857,48.4375,57.1428571429,40.625,55.3571428571,53.125,70.5357142857,28.125,38.3928571429,4.6875,8.0357142857,40.625,50,50,66.9642857143,46.875,60.7142857143,37.5,53.5714285714,42.1875,50,56.25,68.75,18.75,28.5714285714,23.4375,33.0357142857,56.25,63.3928571429,40.625,52.6785714286,46.875,56.25,45.3125,57.1428571429,4.6875,6.2499732143,31.25,46.4285714286,6.25,10.7142589286,0,0,60.9375,74.1071428571,59.375,65.1785714286,54.6875,66.0714285714,51.5625,60.7142857143,50,61.6071428571,35.9375,46.4285714286,18.75,26.7857142857,15.625,20.5357142857,15.625,20.5357142857,50,62.5,0,0,18.75,24.1071428571,9.375,14.2857142857
7.2.7.1.0,Assemblatori in serie di parti di macchine,59.2105263158,46.6165413534,55.2631578947,48.1203007519,31.5789473684,26.3157894737,52.6315789474,40.6015037594,22.3684210526,21.8045112782,11.8421052632,9.7744360902,43.4210526316,36.0902255639,30.2631578947,26.3157894737,21.0526315789,18.045112782,40.7894736842,31.5789473684,19.7368421053,18.7969924812,48.6842105263,43.6090225564,10.5263157895,10.5263157895,19.7368421053,20.3007518797,28.9473684211,28.5714285714,26.3157894737,21.8045112782,30.2631578947,28.5714285714,30.2631578947,26.3157894737,25,21.8045112782,50,39.8496240602,35.5263157895,28.5714285714,1.3157894737,1.5037368421,32.8947368421,24.8120300752,25,21.0526315789,27.6315789474,22.5563909774,28.9473684211,24.8120300752,36.8421052632,27.0676691729,14.4736842105,14.2857142857,11.8421052632,9.7744360902,10.5263157895,9.7744360902,18.4210526316,14.2857142857,46.0526315789,38.3458646617,2.6315789474,3.0074736842,32.8947368421,24.8120300752,17.1052631579,12.030075188
7.2.7.2.0,Assemblatori e cablatori di apparecchiature elettriche,51.1904761905,44.8979591837,58.3333333333,55.1020408163,40.4761904762,36.7346938776,55.9523809524,51.7006802721,29.7619047619,35.3741496599,16.6666666667,19.7278911565,38.0952380952,35.3741496599,32.1428571429,32.6530612245,26.1904761905,27.8911564626,39.2857142857,38.7755102041,21.4285714286,23.1292517007,55.9523809524,52.380952381,9.5238095238,13.6054421769,22.619047619,22.4489795918,42.8571428571,41.4965986395,34.5238095238,31.2925170068,32.1428571429,31.9727891156,40.4761904762,42.8571428571,26.1904761905,26.5306122449,51.1904761905,47.619047619,41.6666666667,44.8979591837,5.9523809524,7.4829727891,45.2380952381,45.5782312925,38.0952380952,36.7346938776,39.2857142857,38.0952380952,39.2857142857,38.0952380952,38.0952380952,37.4149659864,36.9047619048,38.0952380952,14.2857142857,17.6870748299,15.4761904762,18.3673469388,30.9523809524,31.2925170068,47.619047619,44.8979591837,28.5714285714,26.5306122449,40.4761904762,39.4557823129,28.5714285714,29.2517006803
7.2.7.3.0,Assemblatori e cablatori di apparecchiature elettroniche e di telecomunicazioni,64.4736842105,51.8796992481,65.7894736842,49.6240601504,51.3157894737,42.1052631579,65.7894736842,49.6240601504,42.1052631579,36.0902255639,14.4736842105,14.2857142857,47.3684210526,43.6090225564,52.6315789474,41.3533834586,31.5789473684,28.5714285714,48.6842105263,43.6090225564,31.5789473684,24.0601503759,65.7894736842,53.3834586466,14.4736842105,14.2857142857,28.9473684211,24.8120300752,47.3684210526,42.8571428571,38.1578947368,33.0827067669,36.8421052632,33.8345864662,42.1052631579,44.3609022556,38.1578947368,31.5789473684,55.2631578947,48.8721804511,35.5263157895,29.3233082707,3.9473684211,6.0149924812,67.1052631579,48.8721804511,39.4736842105,32.3308270677,43.4210526316,37.5939849624,31.5789473684,26.3157894737,43.4210526316,36.8421052632,19.7368421053,18.045112782,22.3684210526,22.5563909774,25,23.3082706767,23.6842105263,21.8045112782,57.8947368421,45.1127819549,19.7368421053,14.2857142857,46.0526315789,35.3383458647,27.6315789474,23.3082706767
7.2.7.4.0,"Assemblatori in serie di articoli in metallo, in gomma e in materie plastiche",51.1904761905,32.6530612245,61.9047619048,40.1360544218,34.5238095238,27.8911564626,51.1904761905,32.6530612245,38.0952380952,29.9319727891,4.7619047619,4.0816326531,51.1904761905,34.693877551,35.7142857143,22.4489795918,21.4285714286,16.3265306122,36.9047619048,23.8095238095,16.6666666667,15.6462585034,57.1428571429,31.2925170068,13.0952380952,12.925170068,13.0952380952,12.2448979592,38.0952380952,27.8911564626,26.1904761905,23.1292517007,32.1428571429,27.2108843537,28.5714285714,23.1292517007,30.9523809524,21.768707483,45.2380952381,30.612244898,22.619047619,17.0068027211,0,0,57.1428571429,40.1360544218,58.3333333333,39.4557823129,54.7619047619,38.7755102041,48.8095238095,33.3333333333,34.5238095238,32.6530612245,22.619047619,22.4489795918,20.2380952381,19.0476190476,19.0476190476,19.0476190476,21.4285714286,18.3673469388,46.4285714286,31.9727891156,20.2380952381,18.3673469388,46.4285714286,34.693877551,23.8095238095,19.7278911565
7.2.7.5.0,Assemblatori in serie di articoli in legno e in materiali assimilati,55.6818181818,47.4025974026,55.6818181818,53.8961038961,40.9090909091,39.6103896104,61.3636363636,57.7922077922,39.7727272727,42.2077922078,12.5,14.2857142857,39.7727272727,40.2597402597,40.9090909091,38.961038961,32.9545454545,35.0649350649,53.4090909091,53.2467532468,35.2272727273,35.7142857143,61.3636363636,59.0909090909,23.8636363636,22.7272727273,32.9545454545,34.4155844156,52.2727272727,50,40.9090909091,44.8051948052,39.7727272727,44.1558441558,45.4545454545,41.5584415584,27.2727272727,25.974025974,59.0909090909,53.8961038961,34.0909090909,32.4675324675,3.4090909091,5.1948051948,43.1818181818,40.2597402597,48.8636363636,45.4545454545,52.2727272727,51.9480519481,53.4090909091,48.0519480519,52.2727272727,50,36.3636363636,38.3116883117,26.1363636364,29.8701298701,27.2727272727,29.2207792208,46.5909090909,42.8571428571,69.3181818182,61.038961039,35.2272727273,32.4675324675,51.1363636364,44.8051948052,27.2727272727,25.974025974
7.2.7.6.0,"Assemblatori in serie di articoli in cartone, in tessuto e materie assimilate",56.25,44.2857142857,71.25,57.1428571429,36.25,39.2857142857,62.5,57.1428571429,32.5,32.8571428571,5,7.1428357143,56.25,50,61.25,54.2857142857,36.25,36.4285714286,45,40.7142857143,46.25,40.7142857143,70,60,33.75,31.4285714286,35,33.5714285714,46.25,42.8571428571,35,32.8571428571,33.75,37.1428571429,45,41.4285714286,30,27.1428571429,43.75,41.4285714286,3.75,5,0,0,48.75,44.2857142857,17.5,17.8571428571,21.25,20,31.25,33.5714285714,43.75,40.7142857143,21.25,25,12.5,9.2857142857,15,15,22.5,20,57.5,52.1428571429,3.75,4.2856714286,43.75,42.8571428571,30,24.2857142857
7.2.7.9.0,Assemblatori in serie di articoli industriali compositi,85,68.5714285714,55,48.5714285714,25,24.2857142857,70,60,17.5,12.8571428571,2.5,5.7142857143,67.5,52.8571428571,55,45.7142857143,37.5,22.8571428571,57.5,44.2857142857,45,44.2857142857,62.5,57.1428571429,32.5,31.4285714286,35,34.2857142857,57.5,48.5714285714,47.5,40,37.5,37.1428571429,52.5,47.1428571429,22.5,18.5714285714,60,57.1428571429,15,17.1428571429,0,0,50,40,52.5,45.7142857143,57.5,55.7142857143,47.5,35.7142857143,45,42.8571428571,17.5,10,20,17.1428571429,12.5,12.8571428571,15,14.2857142857,65,65.7142857143,17.5,17.1428571429,67.5,54.2857142857,37.5,31.4285714286
7.2.8.1.0,Addetti a macchine confezionatrici e al confezionamento di prodotti industriali,54.7619047619,38.7755102041,61.9047619048,44.2176870748,40.4761904762,31.2925170068,59.5238095238,48.2993197279,34.5238095238,31.2925170068,7.1428571429,6.8027006803,40.4761904762,36.0544217687,39.2857142857,33.3333333333,20.2380952381,19.0476190476,38.0952380952,30.612244898,29.7619047619,25.8503401361,55.9523809524,45.5782312925,21.4285714286,17.6870748299,19.0476190476,19.0476190476,36.9047619048,31.9727891156,30.9523809524,25.8503401361,36.9047619048,30.612244898,29.7619047619,26.5306122449,23.8095238095,18.3673469388,44.0476190476,36.7346938776,28.5714285714,24.4897959184,4.7619047619,5.4421564626,47.619047619,34.693877551,69.0476190476,50.3401360544,55.9523809524,51.0204081633,42.8571428571,39.4557823129,45.2380952381,40.1360544218,32.1428571429,30.612244898,20.2380952381,17.6870748299,19.0476190476,18.3673469388,32.1428571429,26.5306122449,48.8095238095,38.7755102041,22.619047619,19.0476190476,41.6666666667,31.9727891156,27.380952381,23.8095238095
7.3.1.1.0,Addetti agli impianti fissi in agricoltura e nell' allevamento,55,45,51.25,50,40,36.4285714286,56.25,46.4285714286,47.5,42.1428571429,30,29.2857142857,36.25,32.8571428571,47.5,39.2857142857,36.25,29.2857142857,43.75,39.2857142857,28.75,26.4285714286,50,46.4285714286,27.5,26.4285714286,40,35.7142857143,33.75,29.2857142857,37.5,32.1428571429,46.25,41.4285714286,36.25,33.5714285714,25,23.5714285714,58.75,50,38.75,37.1428571429,1.25,0.7142857143,46.25,38.5714285714,66.25,52.8571428571,61.25,50,63.75,57.1428571429,62.5,52.8571428571,53.75,50.7142857143,35,30.7142857143,33.75,29.2857142857,51.25,47.1428571429,50,40.7142857143,45,40.7142857143,58.75,48.5714285714,30,25
7.3.1.2.0,Addetti agli impianti per la trasformazione delle olive,41.25,40,46.25,39.2857142857,35,32.1428571429,47.5,40.7142857143,23.75,22.8571428571,11.25,12.8571428571,31.25,30.7142857143,32.5,28.5714285714,21.25,20,47.5,39.2857142857,26.25,25,46.25,37.8571428571,25,29.2857142857,30,27.8571428571,33.75,30.7142857143,38.75,32.8571428571,32.5,26.4285714286,38.75,35.7142857143,21.25,17.8571428571,38.75,35,20,22.1428571429,2.5,2.1428357143,58.75,49.2857142857,67.5,57.1428571429,66.25,54.2857142857,70,58.5714285714,58.75,51.4285714286,41.25,42.1428571429,27.5,27.1428571429,27.5,30,41.25,33.5714285714,48.75,40.7142857143,35,35.7142857143,48.75,40.7142857143,28.75,29.2857142857
7.3.1.3.0,"Addetti alla refrigerazione, trattamento igienico e prima trasformazione del latte",48.6111111111,42.8571428571,55.5555555556,46.8253968254,43.0555555556,38.8888888889,61.1111111111,48.4126984127,34.7222222222,30.9523809524,26.3888888889,33.3333333333,56.9444444444,48.4126984127,48.6111111111,38.8888888889,36.1111111111,31.746031746,41.6666666667,38.8888888889,34.7222222222,28.5714285714,52.7777777778,42.0634920635,19.4444444444,19.0476190476,25,24.6031746032,45.8333333333,41.2698412698,37.5,35.7142857143,43.0555555556,35.7142857143,43.0555555556,35.7142857143,26.3888888889,25.3968253968,50,41.2698412698,20.8333333333,20.6349206349,5.5555555556,5.5555555556,47.2222222222,35.7142857143,70.8333333333,53.1746031746,51.3888888889,45.2380952381,31.9444444444,28.5714285714,61.1111111111,50,22.2222222222,23.8095238095,31.9444444444,27.7777777778,26.3888888889,23.8095238095,19.4444444444,15.0793650794,58.3333333333,46.8253968254,13.8888888889,8.7301587302,45.8333333333,40.4761904762,27.7777777778,27.7777777778
7.3.2.1.0,Conduttori di macchinari per la conservazione e la lavorazione della carne e del pesce,41.6666666667,32.6530612245,61.9047619048,52.380952381,32.1428571429,29.9319727891,55.9523809524,41.4965986395,32.1428571429,32.6530612245,15.4761904762,12.925170068,40.4761904762,33.3333333333,48.8095238095,38.7755102041,40.4761904762,31.9727891156,47.619047619,38.7755102041,26.1904761905,24.4897959184,54.7619047619,46.2585034014,21.4285714286,21.768707483,28.5714285714,26.5306122449,48.8095238095,39.4557823129,33.3333333333,27.2108843537,33.3333333333,25.1700680272,34.5238095238,27.2108843537,4.7619047619,4.0815918367,44.0476190476,40.8163265306,14.2857142857,13.6054421769,3.5714285714,4.0815918367,52.380952381,44.8979591837,55.9523809524,46.9387755102,61.9047619048,48.9795918367,32.1428571429,31.9727891156,34.5238095238,29.9319727891,16.6666666667,18.3673469388,19.0476190476,19.0476190476,13.0952380952,14.2857142857,21.4285714286,20.4081632653,52.380952381,44.2176870748,14.2857142857,11.5646258503,36.9047619048,37.4149659864,20.2380952381,17.6870748299
7.3.2.2.0,Conduttori di apparecchi per la lavorazione industriale di prodotti lattiero – caseari,48.6111111111,42.0634920635,55.5555555556,48.4126984127,44.4444444444,40.4761904762,61.1111111111,49.2063492063,45.8333333333,43.6507936508,31.9444444444,33.3333333333,47.2222222222,42.8571428571,43.0555555556,42.0634920635,47.2222222222,40.4761904762,52.7777777778,46.8253968254,30.5555555556,31.746031746,61.1111111111,54.7619047619,25,26.9841269841,29.1666666667,26.9841269841,51.3888888889,42.0634920635,29.1666666667,31.746031746,45.8333333333,38.0952380952,48.6111111111,42.8571428571,29.1666666667,30.9523809524,45.8333333333,42.8571428571,16.6666666667,14.2857142857,0,0,30.5555555556,28.5714285714,59.7222222222,54.7619047619,61.1111111111,52.380952381,27.7777777778,33.3333333333,51.3888888889,43.6507936508,12.5,15.873015873,19.4444444444,19.0476190476,16.6666666667,19.0476190476,31.9444444444,27.7777777778,41.6666666667,40.4761904762,8.3333333333,11.1111111111,34.7222222222,34.9206349206,30.5555555556,29.3650793651
7.3.2.3.1,Conduttori di macchinari industriali per la lavorazione dei cereali,46.25,40,42.5,35,31.25,36.4285714286,58.75,45.7142857143,38.75,34.2857142857,18.75,15.7142857143,38.75,38.5714285714,38.75,33.5714285714,27.5,27.1428571429,50,45,23.75,24.2857142857,58.75,45,30,31.4285714286,48.75,45,58.75,50,36.25,29.2857142857,28.75,29.2857142857,38.75,39.2857142857,32.5,30,50,45.7142857143,30,34.2857142857,6.25,3.5714071429,70,56.4285714286,70,57.1428571429,60,55.7142857143,61.25,54.2857142857,51.25,50.7142857143,35,35,33.75,28.5714285714,36.25,32.8571428571,52.5,49.2857142857,55,45,50,39.2857142857,52.5,45.7142857143,41.25,33.5714285714
