Value,IdRegione,DsRegione,IdGruppoDiProfessioni,DsGruppoDiProfessioni
 10.0,1,PIEMONTE - VALLE D'AOSTA,1222,Direttori e dirigenti industria in senso stretto e nelle P.U.
 10.0,1,PIEMONTE - VALLE D'AOSTA,1224,Dirigenti generali di aziende nel commercio
 0.0,1,PIEMONTE - VALLE D'AOSTA,1225,Direttori e dirigenti nei servizi di alloggio e ristorazione
 0.0,1,PIEMONTE - VALLE D'AOSTA,1227,"Direttori e dirigenti di banche, assicurazioni e agenzie immobiliari"
 0.0,1,PIEMONTE - VALLE D'AOSTA,1228,Dirigenti generali di aziende di servizi alle imprese e alle persone
 30.0,1,PIEMONTE - VALLE D'AOSTA,1231,Dirigenti del dipartimento finanza e amministrazione
 0.0,1,PIEMONTE - VALLE D'AOSTA,1232,Direttori e dirigenti gestione risorse umane e relazioni industriali
 30.0,1,PIEMONTE - VALLE D'AOSTA,1233,Dirigenti del dipartimento vendite e commercializzazione
 0.0,1,PIEMONTE - VALLE D'AOSTA,1234,"Direttori e dirigenti in comunicazione, pubblicità e public relations"
 0.0,1,PIEMONTE - VALLE D'AOSTA,1235,Direttori e dirigenti dipartimento approvvigionamento e distribuzione
 0.0,1,PIEMONTE - VALLE D'AOSTA,1236,Direttori e dirigenti del dipartimento servizi informatici
 30.0,1,PIEMONTE - VALLE D'AOSTA,1237,Dirigenti del dipartimento ricerca e sviluppo
 10.0,1,PIEMONTE - VALLE D'AOSTA,1314,Responsabili di piccole aziende nel commercio
 0.0,1,PIEMONTE - VALLE D'AOSTA,1315,Responsabili piccole aziende nei servizi di alloggio e ristorazione
 0.0,1,PIEMONTE - VALLE D'AOSTA,1319,Responsabili piccole aziende in altri settori di attività economica
 0.0,1,PIEMONTE - VALLE D'AOSTA,2111,Fisici e astronomi
 50.0,1,PIEMONTE - VALLE D'AOSTA,2112,Chimici e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,2113,"Matematici, statistici e professioni assimilate"
 370.0,1,PIEMONTE - VALLE D'AOSTA,2114,Analisti e progettisti di software
 0.0,1,PIEMONTE - VALLE D'AOSTA,2115,Progettisti e amministratori di sistemi
 0.0,1,PIEMONTE - VALLE D'AOSTA,2116,"Geologi, meteorologi, geofisici e professioni assimilate"
 370.0,1,PIEMONTE - VALLE D'AOSTA,2211,Ingegneri energetici e meccanici
 0.0,1,PIEMONTE - VALLE D'AOSTA,2212,Ingegneri metallurgico-minerari
 60.0,1,PIEMONTE - VALLE D'AOSTA,2213,Ingegneri elettrotecnici
 110.0,1,PIEMONTE - VALLE D'AOSTA,2214,Ingegneri elettronici e in telecomunicazioni
 20.0,1,PIEMONTE - VALLE D'AOSTA,2215,"Ingegneri chimici, petroliferi e dei materiali"
 50.0,1,PIEMONTE - VALLE D'AOSTA,2216,Ingegneri civili e professioni assimilate
 310.0,1,PIEMONTE - VALLE D'AOSTA,2217,Ingegneri industriali e gestionali
 0.0,1,PIEMONTE - VALLE D'AOSTA,2218,Ingegneri biomedici e bioingegneri
 20.0,1,PIEMONTE - VALLE D'AOSTA,2221,"Architetti, urbanisti e specialisti recupero-conservazione territorio"
 20.0,1,PIEMONTE - VALLE D'AOSTA,2311,"Biologi, botanici, zoologi e professioni assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,2312,"Farmacologi, batteriologi e professioni assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,2313,Agronomi e forestali
 0.0,1,PIEMONTE - VALLE D'AOSTA,2314,Veterinari
 40.0,1,PIEMONTE - VALLE D'AOSTA,2315,Farmacisti
 0.0,1,PIEMONTE - VALLE D'AOSTA,2411,Medici di medicina generale
 0.0,1,PIEMONTE - VALLE D'AOSTA,2412,Specialisti in terapie mediche
 0.0,1,PIEMONTE - VALLE D'AOSTA,2413,Specialisti in terapie chirurgiche
 10.0,1,PIEMONTE - VALLE D'AOSTA,2414,Laboratoristi e patologi clinici
 0.0,1,PIEMONTE - VALLE D'AOSTA,2415,Dentisti e odontostomatologi
 0.0,1,PIEMONTE - VALLE D'AOSTA,2416,Specialisti in diagnostica per immagini e radioterapia
 0.0,1,PIEMONTE - VALLE D'AOSTA,2417,"Specialisti in igiene, epidemiologia e sanità pubblica"
 0.0,1,PIEMONTE - VALLE D'AOSTA,2418,Anestesisti e rianimatori
 40.0,1,PIEMONTE - VALLE D'AOSTA,2512,Specialisti della gestione e del controllo nelle imprese private
 60.0,1,PIEMONTE - VALLE D'AOSTA,2513,Specialisti gestione e sviluppo del personale e del lavoro
 70.0,1,PIEMONTE - VALLE D'AOSTA,2514,Specialisti in contabilità e problemi finanziari
 200.0,1,PIEMONTE - VALLE D'AOSTA,2515,Specialisti nei rapporti con il mercato
 50.0,1,PIEMONTE - VALLE D'AOSTA,2516,"Specialisti nelle pubbliche relazioni, dell'immagine e simili"
 0.0,1,PIEMONTE - VALLE D'AOSTA,2521,Procuratori legali e avvocati
 20.0,1,PIEMONTE - VALLE D'AOSTA,2522,Esperti legali in imprese o enti pubblici
 40.0,1,PIEMONTE - VALLE D'AOSTA,2531,Specialisti in scienze economiche
 0.0,1,PIEMONTE - VALLE D'AOSTA,2532,Specialisti in scienze sociologiche e antropologiche
 20.0,1,PIEMONTE - VALLE D'AOSTA,2533,Specialisti in scienze psicologiche e psicoterapeutiche
 0.0,1,PIEMONTE - VALLE D'AOSTA,2534,"Specialisti in scienze storiche, artistiche, politiche e filosofiche"
 0.0,1,PIEMONTE - VALLE D'AOSTA,2541,Scrittori e professioni assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,2542,Giornalisti
 0.0,1,PIEMONTE - VALLE D'AOSTA,2543,Interpreti e traduttori a livello elevato
 0.0,1,PIEMONTE - VALLE D'AOSTA,2544,Linguisti e filologi
 0.0,1,PIEMONTE - VALLE D'AOSTA,2545,"Archivisti, bibliotecari, conservatori di musei e profess.assimilate"
 30.0,1,PIEMONTE - VALLE D'AOSTA,2551,"Pittori, scultori, disegnatori e restauratori di beni culturali"
 10.0,1,PIEMONTE - VALLE D'AOSTA,2552,"Registi, direttori artistici, attori, sceneggiatori e scenografi"
 0.0,1,PIEMONTE - VALLE D'AOSTA,2553,Coreografi e ballerini
 0.0,1,PIEMONTE - VALLE D'AOSTA,2554,"Compositori, musicisti e cantanti"
 0.0,1,PIEMONTE - VALLE D'AOSTA,2610,Docenti universitari
 110.0,1,PIEMONTE - VALLE D'AOSTA,2632,Professori di scuola secondaria superiore
 40.0,1,PIEMONTE - VALLE D'AOSTA,2633,Professori di scuola secondaria inferiore
 30.0,1,PIEMONTE - VALLE D'AOSTA,2641,Professori di scuola primaria
 210.0,1,PIEMONTE - VALLE D'AOSTA,2642,Professori di scuola preâ€“primaria
 110.0,1,PIEMONTE - VALLE D'AOSTA,2651,Specialisti nella formazione di soggetti diversamente abili
 10.0,1,PIEMONTE - VALLE D'AOSTA,2653,Docenti ed esperti nella progettazione formativa e curricolare
 0.0,1,PIEMONTE - VALLE D'AOSTA,2654,Consiglieri dellâ€™orientamento
 30.0,1,PIEMONTE - VALLE D'AOSTA,2655,Insegnanti di discipline artistiche e letterarie
 20.0,1,PIEMONTE - VALLE D'AOSTA,3111,Tecnici fisici e geologici
 30.0,1,PIEMONTE - VALLE D'AOSTA,3112,Tecnici chimici
 0.0,1,PIEMONTE - VALLE D'AOSTA,3113,Tecnici statistici
 190.0,1,PIEMONTE - VALLE D'AOSTA,3121,Tecnici programmatori
 190.0,1,PIEMONTE - VALLE D'AOSTA,3122,Tecnici esperti in applicazioni
 10.0,1,PIEMONTE - VALLE D'AOSTA,3123,Tecnici web
 0.0,1,PIEMONTE - VALLE D'AOSTA,3124,Tecnici gestori di basi di dati
 10.0,1,PIEMONTE - VALLE D'AOSTA,3125,Tecnici gestori di reti e di sistemi telematici
 30.0,1,PIEMONTE - VALLE D'AOSTA,3126,Tecnici per la trasmissione radio-televisiva e le telecomunicazioni
 160.0,1,PIEMONTE - VALLE D'AOSTA,3131,Tecnici meccanici
 0.0,1,PIEMONTE - VALLE D'AOSTA,3132,Tecnici metallurgico-minerari e della ceramica
 30.0,1,PIEMONTE - VALLE D'AOSTA,3133,Elettrotecnici
 80.0,1,PIEMONTE - VALLE D'AOSTA,3134,Tecnici elettronici
 0.0,1,PIEMONTE - VALLE D'AOSTA,3135,Tecnici delle costruzioni civili e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,3136,Tecnici del risparmio energetico e delle energie rinnovabili
 220.0,1,PIEMONTE - VALLE D'AOSTA,3137,Disegnatori industriali e professioni assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,3141,Tecnici della conduzione di impianti produttivi in continuo
 40.0,1,PIEMONTE - VALLE D'AOSTA,3142,Tecnici dell'esercizio di reti idriche ed energetiche
 0.0,1,PIEMONTE - VALLE D'AOSTA,3151,Tecnici di produzione in miniere e cave
 150.0,1,PIEMONTE - VALLE D'AOSTA,3152,Tecnici della gestione di cantieri edili
 200.0,1,PIEMONTE - VALLE D'AOSTA,3153,Tecnici della produzione manifatturiera
 10.0,1,PIEMONTE - VALLE D'AOSTA,3154,Tecnici della produzione e preparazione alimentare
 0.0,1,PIEMONTE - VALLE D'AOSTA,3155,Tecnici della produzione di servizi
 0.0,1,PIEMONTE - VALLE D'AOSTA,3161,Comandanti e ufficiali di bordo
 0.0,1,PIEMONTE - VALLE D'AOSTA,3162,Comandanti e piloti di aereo
 0.0,1,PIEMONTE - VALLE D'AOSTA,3163,Tecnici dell'aviazione civile
 10.0,1,PIEMONTE - VALLE D'AOSTA,3164,Tecnici dell'organizzazione del traffico ferroviario
 0.0,1,PIEMONTE - VALLE D'AOSTA,3165,Tecnici dell'organizzazione del traffico portuale
 0.0,1,PIEMONTE - VALLE D'AOSTA,3171,Fotografi e professioni assimilate
 70.0,1,PIEMONTE - VALLE D'AOSTA,3172,Operatori di apparecchi per la ripresa e la produzione audio-video
 0.0,1,PIEMONTE - VALLE D'AOSTA,3173,Tecnici di apparati medicali e per la diagnostica medica
 10.0,1,PIEMONTE - VALLE D'AOSTA,3181,Tecnici della sicurezza di impianti
 110.0,1,PIEMONTE - VALLE D'AOSTA,3182,Tecnici della sicurezza sul lavoro
 10.0,1,PIEMONTE - VALLE D'AOSTA,3183,Tecnici del controllo e della bonifica ambientale
 240.0,1,PIEMONTE - VALLE D'AOSTA,3211,Professioni sanitarie infermieristiche e ostetriche
 370.0,1,PIEMONTE - VALLE D'AOSTA,3212,Professioni sanitarie riabilitative
 0.0,1,PIEMONTE - VALLE D'AOSTA,3213,Professioni tecnico sanitarie - area tecnico diagnostica
 110.0,1,PIEMONTE - VALLE D'AOSTA,3214,Professioni tecnico sanitarie - area tecnico assistenziale
 10.0,1,PIEMONTE - VALLE D'AOSTA,3215,Professioni tecniche della prevenzione
 10.0,1,PIEMONTE - VALLE D'AOSTA,3216,Altre professioni tecniche della salute
 0.0,1,PIEMONTE - VALLE D'AOSTA,3221,Tecnici agronomi e forestali
 0.0,1,PIEMONTE - VALLE D'AOSTA,3222,Zootecnici
 0.0,1,PIEMONTE - VALLE D'AOSTA,3223,Tecnici biochimici e professioni assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,3311,"Segretari amministrativi, archivisti e professioni assimilate"
 760.0,1,PIEMONTE - VALLE D'AOSTA,3312,Contabili e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,3313,Tecnici del trasferimento e del trattamento delle informazioni
 0.0,1,PIEMONTE - VALLE D'AOSTA,3314,Corrispondenti in lingue estere e professioni assimilate
 90.0,1,PIEMONTE - VALLE D'AOSTA,3315,Tecnici dell'organizzazione e della gestione dei fattori produttivi
 40.0,1,PIEMONTE - VALLE D'AOSTA,3321,Tecnici della gestione finanziaria
 70.0,1,PIEMONTE - VALLE D'AOSTA,3322,Tecnici del lavoro bancario
 40.0,1,PIEMONTE - VALLE D'AOSTA,3323,Agenti assicurativi
 30.0,1,PIEMONTE - VALLE D'AOSTA,3324,"Periti, valutatori di rischio, liquidatori e professioni assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,3325,"Agenti borsa e cambio, tecnici intermed. titoli e profess. assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,3326,Tecnici della locazione finanziaria e dei contratti di scambio
 10.0,1,PIEMONTE - VALLE D'AOSTA,3331,Approvvigionatori e responsabili acquisti
 10.0,1,PIEMONTE - VALLE D'AOSTA,3332,Responsabili di magazzino e della distribuzione interna
 530.0,1,PIEMONTE - VALLE D'AOSTA,3334,Tecnici della vendita e della distribuzione
 490.0,1,PIEMONTE - VALLE D'AOSTA,3335,Tecnici del marketing
 30.0,1,PIEMONTE - VALLE D'AOSTA,3336,Tecnici della pubblicità e delle pubbliche relazioni
 50.0,1,PIEMONTE - VALLE D'AOSTA,3341,Spedizionieri e tecnici della distribuzione
 20.0,1,PIEMONTE - VALLE D'AOSTA,3342,Agenti di commercio
 0.0,1,PIEMONTE - VALLE D'AOSTA,3343,Agenti concessionari
 10.0,1,PIEMONTE - VALLE D'AOSTA,3344,Agenti di pubblicità
 0.0,1,PIEMONTE - VALLE D'AOSTA,3345,Agenti immobiliari
 40.0,1,PIEMONTE - VALLE D'AOSTA,3346,Rappresentanti di commercio
 0.0,1,PIEMONTE - VALLE D'AOSTA,3411,Tecnici delle attività ricettive e professioni assimilate
 20.0,1,PIEMONTE - VALLE D'AOSTA,3412,"Tecnici dellâ€™organizzazione di fiere, convegni ed eventi culturali"
 0.0,1,PIEMONTE - VALLE D'AOSTA,3413,Animatori turistici e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,3414,Agenti di viaggio
 0.0,1,PIEMONTE - VALLE D'AOSTA,3415,Guide e accompagnatori specializzati
 30.0,1,PIEMONTE - VALLE D'AOSTA,3421,Istruttori di guida
 70.0,1,PIEMONTE - VALLE D'AOSTA,3422,Insegnanti nella formazione professionale
 0.0,1,PIEMONTE - VALLE D'AOSTA,3423,Istruttori di tecniche in campo artistico
 0.0,1,PIEMONTE - VALLE D'AOSTA,3424,Istruttori di discipline sportive non agonistiche
 0.0,1,PIEMONTE - VALLE D'AOSTA,3426,Allenatori e tecnici di discipline sportive agonistiche
 0.0,1,PIEMONTE - VALLE D'AOSTA,3427,Atleti
 0.0,1,PIEMONTE - VALLE D'AOSTA,3431,"Annunciatori e presentatori radio, televisione e altri spettacoli"
 30.0,1,PIEMONTE - VALLE D'AOSTA,3432,"Tecnici organiz. e produz. radiotelevisiva, cinematografica, teatrale"
 80.0,1,PIEMONTE - VALLE D'AOSTA,3441,"Grafici, disegnatori e allestitori di scena"
 0.0,1,PIEMONTE - VALLE D'AOSTA,3442,"Tecnici dei musei, delle biblioteche e professioni assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,3444,Tecnici restauratori
 0.0,1,PIEMONTE - VALLE D'AOSTA,3451,Assistenti sociali
 140.0,1,PIEMONTE - VALLE D'AOSTA,3452,Tecnici del reinserimento e dell'integrazione sociale
 0.0,1,PIEMONTE - VALLE D'AOSTA,3453,Tecnici dei servizi per l'impiego
 0.0,1,PIEMONTE - VALLE D'AOSTA,3454,Tecnici dei servizi di sicurezza privati e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,3455,Tecnici delle attività religiose e di culto
 410.0,1,PIEMONTE - VALLE D'AOSTA,4111,Addetti a funzioni di segreteria
 1300.0,1,PIEMONTE - VALLE D'AOSTA,4112,Addetti agli affari generali
 40.0,1,PIEMONTE - VALLE D'AOSTA,4114,Addetti alla gestione del personale
 120.0,1,PIEMONTE - VALLE D'AOSTA,4122,Addetti all'immissione dati
 0.0,1,PIEMONTE - VALLE D'AOSTA,4123,Addetti macchine riproduzione e invio di materiali e documenti
 190.0,1,PIEMONTE - VALLE D'AOSTA,4211,"Addetti sportelli assicurativi, bancari e altri intermed. finanziari"
 0.0,1,PIEMONTE - VALLE D'AOSTA,4212,Addetti agli sportelli dei servizi postali
 50.0,1,PIEMONTE - VALLE D'AOSTA,4213,Addetti sportelli esazione imposte e contributi e recupero crediti
 170.0,1,PIEMONTE - VALLE D'AOSTA,4215,Addetti alla vendita di biglietti
 20.0,1,PIEMONTE - VALLE D'AOSTA,4216,Addetti agli sportelli delle agenzie di viaggio
 130.0,1,PIEMONTE - VALLE D'AOSTA,4221,Addetti accoglienza e informaz. nelle imprese e negli enti pubblici
 60.0,1,PIEMONTE - VALLE D'AOSTA,4222,Addetti all'accoglienza nei servizi di alloggio e ristorazione
 130.0,1,PIEMONTE - VALLE D'AOSTA,4223,Centralinisti
 230.0,1,PIEMONTE - VALLE D'AOSTA,4224,Addetti all'informazione nei Call Center (senza funzioni di vendita)
 30.0,1,PIEMONTE - VALLE D'AOSTA,4311,Addetti alla gestione degli acquisti
 290.0,1,PIEMONTE - VALLE D'AOSTA,4312,Addetti alla gestione dei magazzini e professioni assimilate
 80.0,1,PIEMONTE - VALLE D'AOSTA,4313,Addetti alla gestione amministrativa dei trasporti merci
 70.0,1,PIEMONTE - VALLE D'AOSTA,4321,Addetti alla contabilità
 130.0,1,PIEMONTE - VALLE D'AOSTA,4322,Addetti alle buste paga
 0.0,1,PIEMONTE - VALLE D'AOSTA,4323,Addetti operazioni finanziarie per l'impresa o l'organizzazione
 0.0,1,PIEMONTE - VALLE D'AOSTA,4324,Addetti ai servizi statistici
 0.0,1,PIEMONTE - VALLE D'AOSTA,4325,Addetti agli uffici interni di cassa
 30.0,1,PIEMONTE - VALLE D'AOSTA,4411,"Personale addetto compiti di controllo, verifica e profess. assim."
 50.0,1,PIEMONTE - VALLE D'AOSTA,4412,Addetti al controllo della documentazione di viaggio
 120.0,1,PIEMONTE - VALLE D'AOSTA,4413,Addetti allo smistamento e al recapito della posta
 20.0,1,PIEMONTE - VALLE D'AOSTA,4421,"Addetti ad archivi, schedari e professioni assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,4422,Addetti a biblioteche e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,5111,Esercenti delle vendite all'ingrosso
 30.0,1,PIEMONTE - VALLE D'AOSTA,5121,Commessi delle vendite all'ingrosso
 3690.0,1,PIEMONTE - VALLE D'AOSTA,5122,Commessi delle vendite al minuto
 50.0,1,PIEMONTE - VALLE D'AOSTA,5123,Addetti ad attività organizzative delle vendite
 100.0,1,PIEMONTE - VALLE D'AOSTA,5124,Cassieri di esercizi commerciali
 30.0,1,PIEMONTE - VALLE D'AOSTA,5125,"Venditori a domicilio, a distanza e professioni assimilate"
 30.0,1,PIEMONTE - VALLE D'AOSTA,5126,Addetti ai distributori di carburanti e assimilati
 10.0,1,PIEMONTE - VALLE D'AOSTA,5132,Dimostratori e professioni assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,5133,Vetrinisti e professioni assimilate
 60.0,1,PIEMONTE - VALLE D'AOSTA,5134,Addetti all'informazione e all'assistenza dei clienti
 330.0,1,PIEMONTE - VALLE D'AOSTA,5221,Cuochi in alberghi e ristoranti
 610.0,1,PIEMONTE - VALLE D'AOSTA,5222,"Addetti alla preparazione, alla cottura e alla distribuzione di cibi"
 930.0,1,PIEMONTE - VALLE D'AOSTA,5223,Camerieri e professioni assimilate
 330.0,1,PIEMONTE - VALLE D'AOSTA,5224,Baristi e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,5231,"Hostess, steward e professioni assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,5232,Accompagnatori turistici
 430.0,1,PIEMONTE - VALLE D'AOSTA,5311,Professioni qualificate nei servizi sanitari e sociali
 0.0,1,PIEMONTE - VALLE D'AOSTA,5411,Maestri di arti e mestieri
 0.0,1,PIEMONTE - VALLE D'AOSTA,5422,"Allibratori, croupiers e professioni assimilate"
 130.0,1,PIEMONTE - VALLE D'AOSTA,5431,Acconciatori
 190.0,1,PIEMONTE - VALLE D'AOSTA,5432,Estetisti e truccatori
 0.0,1,PIEMONTE - VALLE D'AOSTA,5433,Massaggiatori e operatori termali
 20.0,1,PIEMONTE - VALLE D'AOSTA,5442,Addetti alla sorveglianza di bambini e professioni assimilate
 860.0,1,PIEMONTE - VALLE D'AOSTA,5443,Addetti all'assistenza personale
 0.0,1,PIEMONTE - VALLE D'AOSTA,5462,Addetti di agenzie per il disbrigo di pratiche e assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,5472,Addetti alle agenzie di pompe funebri
 0.0,1,PIEMONTE - VALLE D'AOSTA,5484,Vigili del fuoco e professioni assimilate
 270.0,1,PIEMONTE - VALLE D'AOSTA,5486,Guardie private di sicurezza
 20.0,1,PIEMONTE - VALLE D'AOSTA,5487,Bagnini e professioni assimilate
 20.0,1,PIEMONTE - VALLE D'AOSTA,6112,"Tagliatori di pietre, scalpellini e marmisti"
 300.0,1,PIEMONTE - VALLE D'AOSTA,6121,"Muratori in pietra, mattoni, refrattari"
 0.0,1,PIEMONTE - VALLE D'AOSTA,6122,Muratori in cemento armato
 40.0,1,PIEMONTE - VALLE D'AOSTA,6123,Carpentieri e falegnami nell'edilizia (esclusi i parchettisti)
 0.0,1,PIEMONTE - VALLE D'AOSTA,6124,Ponteggiatori
 0.0,1,PIEMONTE - VALLE D'AOSTA,6125,"Armatori gallerie, addetti armamento ferroviario e profess. assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6126,Pavimentatori stradali e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,6127,Montatori di manufatti prefabbricati e di preformati
 0.0,1,PIEMONTE - VALLE D'AOSTA,6131,Copritetti e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,6132,Pavimentatori e posatori di rivestimenti
 20.0,1,PIEMONTE - VALLE D'AOSTA,6133,Intonacatori
 0.0,1,PIEMONTE - VALLE D'AOSTA,6134,Installatori di impianti di isolamento e insonorizzazione
 10.0,1,PIEMONTE - VALLE D'AOSTA,6135,Vetrai
 230.0,1,PIEMONTE - VALLE D'AOSTA,6136,Idraulici e posatori di tubazioni idrauliche e di gas
 660.0,1,PIEMONTE - VALLE D'AOSTA,6137,Elettricisti nelle costruzioni civili e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,6138,Installatori di infissi e serramenta
 0.0,1,PIEMONTE - VALLE D'AOSTA,6141,"Pittori, stuccatori, laccatori e decoratori"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6151,Operai addetti ai servizi di igiene e pulizia
 10.0,1,PIEMONTE - VALLE D'AOSTA,6152,Operai addetti manutenzione impianti fognari e profess. assimilate
 10.0,1,PIEMONTE - VALLE D'AOSTA,6211,Fonditori e animisti di fonderia
 80.0,1,PIEMONTE - VALLE D'AOSTA,6212,Saldatori e tagliatori a fiamma
 20.0,1,PIEMONTE - VALLE D'AOSTA,6213,"Lattonieri e calderai, compresi i tracciatori"
 150.0,1,PIEMONTE - VALLE D'AOSTA,6214,Montatori di carpenteria metallica
 0.0,1,PIEMONTE - VALLE D'AOSTA,6215,Attrezzatori e montatori cavi metallici uso industriale e di trasporto
 0.0,1,PIEMONTE - VALLE D'AOSTA,6216,Sommozzatori e lavoratori subacquei
 30.0,1,PIEMONTE - VALLE D'AOSTA,6217,Specialisti di saldatura elettrica e a norme ASME
 110.0,1,PIEMONTE - VALLE D'AOSTA,6218,Lastroferratori
 30.0,1,PIEMONTE - VALLE D'AOSTA,6221,"Fabbri, lingottai e operatori di presse per forgiare"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6222,Costruttori di utensili modellatori e tracciatori meccanici
 550.0,1,PIEMONTE - VALLE D'AOSTA,6223,Attrezzisti di macchine utensili e professioni assimilate
 300.0,1,PIEMONTE - VALLE D'AOSTA,6231,"Meccanici artigianali, riparatori automobili e profess. assimilate"
 0.0,1,PIEMONTE - VALLE D'AOSTA,6232,Meccanici e riparatori di motori di aerei
 310.0,1,PIEMONTE - VALLE D'AOSTA,6233,Meccanici e montatori di macchinari industriali e assimilati
 0.0,1,PIEMONTE - VALLE D'AOSTA,6234,Frigoristi
 150.0,1,PIEMONTE - VALLE D'AOSTA,6235,"Meccanici e montatori apparecchi ind. termici, idraulici e di condiz."
 40.0,1,PIEMONTE - VALLE D'AOSTA,6236,Meccanici collaudatori
 50.0,1,PIEMONTE - VALLE D'AOSTA,6237,Verniciatori artigianali ed industriali
 0.0,1,PIEMONTE - VALLE D'AOSTA,6238,Meccanici e attrezzisti navali
 170.0,1,PIEMONTE - VALLE D'AOSTA,6241,Installatori e riparatori di apparati elettrici ed elettromeccanici
 60.0,1,PIEMONTE - VALLE D'AOSTA,6242,Manutentori e riparatori apparati elettronici industriali e di misura
 0.0,1,PIEMONTE - VALLE D'AOSTA,6244,Installatori e riparatori di apparati di telecomunicazione
 200.0,1,PIEMONTE - VALLE D'AOSTA,6245,"Installatori di linee elettriche, riparatori e cavisti"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6246,"Installatori, manutentori e riparatori di apparecchiature informatiche"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6311,Meccanici di precisione
 0.0,1,PIEMONTE - VALLE D'AOSTA,6312,Meccanici e riparatori di protesi (dentali e ortopediche)
 0.0,1,PIEMONTE - VALLE D'AOSTA,6313,Artigiani e operai costruzione e accordatura di strumenti musicali
 0.0,1,PIEMONTE - VALLE D'AOSTA,6314,Addetti alla costruzione e riparazione di orologi
 10.0,1,PIEMONTE - VALLE D'AOSTA,6315,Costruttori di strumenti ottici e lenti
 140.0,1,PIEMONTE - VALLE D'AOSTA,6316,"Orafi, gioiellieri e professioni assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6321,Vasai e professioni assimilate (prodotti in ceramica e abrasivi)
 0.0,1,PIEMONTE - VALLE D'AOSTA,6322,"Soffiatori, modellatori, tagliatori, molatori e levigatori di vetro"
 0.0,1,PIEMONTE - VALLE D'AOSTA,6323,Incisori e acquafortisti su vetro
 0.0,1,PIEMONTE - VALLE D'AOSTA,6324,Pittori e decoratori su vetro e ceramica
 40.0,1,PIEMONTE - VALLE D'AOSTA,6331,Artigiani lavorazioni artistiche del legno e di materiali assimilati
 0.0,1,PIEMONTE - VALLE D'AOSTA,6332,"Artigiani lavorazioni artistiche a mano di tessili, cuoio e simili"
 0.0,1,PIEMONTE - VALLE D'AOSTA,6341,Operatori delle attività poligrafiche di pre-stampa
 30.0,1,PIEMONTE - VALLE D'AOSTA,6342,Stampatori offset e alla rotativa
 0.0,1,PIEMONTE - VALLE D'AOSTA,6344,"Artigiani incisori, acquafortisti, serigrafisti e profess. assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6345,Rilegatori e professioni assimilate
 0.0,1,PIEMONTE - VALLE D'AOSTA,6412,Agricoltori e operai agricoli di coltivazioni legnose agrarie
 10.0,1,PIEMONTE - VALLE D'AOSTA,6413,"Agricoltori e operai agricoli di coltivazioni fiori, piante e ortive"
 0.0,1,PIEMONTE - VALLE D'AOSTA,6441,Lavoratori forestali specializzati
 20.0,1,PIEMONTE - VALLE D'AOSTA,6511,"Macellai, pesciaioli e professioni assimilate"
 40.0,1,PIEMONTE - VALLE D'AOSTA,6512,Panettieri e pastai artigianali
 110.0,1,PIEMONTE - VALLE D'AOSTA,6513,"Pasticcieri, gelatai e conservieri artigianali"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6515,Artigiani e operai specializ. lavorazioni artigianali casearie
 0.0,1,PIEMONTE - VALLE D'AOSTA,6521,Artigiani e operai specializzati del trattamento del legno
 50.0,1,PIEMONTE - VALLE D'AOSTA,6522,Falegnami e attrezzisti di macchine per la lavorazione del legno
 0.0,1,PIEMONTE - VALLE D'AOSTA,6523,"Impagliatori, cestai, spazzolai, sugherai e professioni assimilate"
 10.0,1,PIEMONTE - VALLE D'AOSTA,6531,Preparatori di fibre
